tanggal,pasar,komoditas,harga
2026-08-14,Pasar Ciwidey,DAGING SAPI LOKAL SANDUNG LAMUR,125000.0
2026-08-14,Pasar Ciwidey,DAGING SAPI LOKAL TETELAN,70000.0
2026-08-14,Pasar Ciwidey,DAGING SAPI MURNI,145000.0
2026-08-14,Pasar Ciwidey,GARAM BATA,16000.0
2026-08-14,Pasar Ciwidey,GARAM HALUS YODIUM,3000.0
2026-08-14,Pasar Ciwidey,GAS LPG 3 Kg,23000.0
2026-08-14,Pasar Ciwidey,GULA MERAH,24000.0
2026-08-14,Pasar Ciwidey,GULA PASIR GULA KU,20000.0
2026-08-14,Pasar Ciwidey,GULA PASIR LOKAL,18000.0
2026-08-14,Pasar Ciwidey,IKAN BANDENG,45000.0
2026-08-14,Pasar Ciwidey,Ikan Bawal Air Tawar,32000.0
2026-08-14,Pasar Ciwidey,Ikan Gurame,60000.0
2026-08-14,Pasar Ciwidey,IKAN KEMBUNG,50000.0
2026-08-14,Pasar Ciwidey,Ikan Lele,35000.0
2026-08-14,Pasar Ciwidey,IKAN MAS,30000.0
2026-08-14,Pasar Ciwidey,Ikan Nila,32000.0
2026-08-14,Pasar Ciwidey,Ikan Patin,32000.0
2026-08-14,Pasar Ciwidey,IKAN TONGKOL,48000.0
2026-08-14,Pasar Ciwidey,JAGUNG MANIS,13000.0
2026-08-14,Pasar Ciwidey,JAGUNG PIPILAN,20000.0
2026-08-14,Pasar Ciwidey,JERUK,20000.0
2026-08-14,Pasar Ciwidey,KACANG HIJAU,36000.0
2026-08-14,Pasar Ciwidey,KACANG KEDELAI IMPOR,16000.0
2026-08-14,Pasar Ciwidey,KACANG KEDELAI LOKAL,
2026-08-14,Pasar Ciwidey,KACANG PANJANG,20000.0
2026-08-14,Pasar Ciwidey,KACANG TANAH KUPAS,38000.0
2026-08-14,Pasar Ciwidey,KANGKUNG,2000.0
2026-08-14,Pasar Ciwidey,KENTANG DIENG,20000.0
2026-08-14,Pasar Ciwidey,KETELA POHON,5000.0
2026-08-14,Pasar Ciwidey,MELON,13000.0
2026-08-14,Pasar Ciwidey,MIE INSTAN INDOMIE,3500.0
2026-08-14,Pasar Ciwidey,MINYAK BIMOLI,22500.0
2026-08-14,Pasar Ciwidey,MINYAK CURAH,21500.0
2026-08-14,Pasar Ciwidey,MINYAKITA,20000.0
2026-08-14,Pasar Ciwidey,MINYAK SANIA,22000.0
2026-08-14,Pasar Ciwidey,PAKCOY,8000.0
2026-08-14,Pasar Ciwidey,PEPAYA,15000.0
2026-08-14,Pasar Ciwidey,PISANG,8000.0
2026-08-14,Pasar Ciwidey,SAWI PUTIH,8000.0
2026-08-14,Pasar Ciwidey,SAYURAN BUNCIS,23000.0
2026-08-14,Pasar Ciwidey,SAYURAN KENTANG LOKAL,18000.0
2026-08-14,Pasar Ciwidey,SAYURAN KOL/KUBIS,7000.0
2026-08-14,Pasar Ciwidey,SAYURAN TOMAT,8000.0
2026-08-14,Pasar Ciwidey,SAYURAN WORTEL,20000.0
2026-08-14,Pasar Ciwidey,SKM BENDERA,13000.0
2026-08-14,Pasar Ciwidey,SKM CAP ENAK,12000.0
2026-08-14,Pasar Ciwidey,SKM INDOMILK,12500.0
2026-08-14,Pasar Ciwidey,SUSU BALITA (SGM),48000.0
2026-08-14,Pasar Ciwidey,SUSU BUBUK DANCOW VANILA,
2026-08-14,Pasar Ciwidey,TAHU,12000.0
2026-08-14,Pasar Ciwidey,TELUR AYAM BROILER,24000.0
2026-08-14,Pasar Ciwidey,TELUR AYAM KAMPUNG,35000.0
2026-08-14,Pasar Ciwidey,TEMPE,13000.0
2026-08-14,Pasar Ciwidey,TERIGU CAKRA KEMBAR,14000.0
2026-08-14,Pasar Ciwidey,TERIGU CURAH,10000.0
2026-08-14,Pasar Ciwidey,TERIGU KUNCI BIRU,
2026-08-14,Pasar Ciwidey,TERIGU SEGITIGA BIRU,13000.0
2026-08-14,Pasar Ciwidey,TERI KERITING,85000.0
2026-08-14,Pasar Ciwidey,TERI MEDAN,160000.0
2026-08-14,Pasar Ciwidey,TIMUN,10000.0
2026-08-14,Pasar Ciwidey,TOMAT HIJAU,6000.0
2026-08-14,Pasar Ciwidey,UBI JALAR PUTIH,9000.0
2026-08-14,Pasar Ciwidey,UDANG,95000.0
2026-08-14,Pasar Baleendah,BAWANG BOMBAY,35000.0
2026-08-14,Pasar Baleendah,BAWANG DAUN,15000.0
2026-08-14,Pasar Baleendah,BAWANG MERAH,32000.0
2026-08-14,Pasar Baleendah,BAWANG MERAH BATU,28000.0
2026-08-14,Pasar Baleendah,BAWANG PUTIH BIASA,35000.0
2026-08-14,Pasar Baleendah,BAWANG PUTIH KATING,
2026-08-14,Pasar Baleendah,BAWANG SUMENEP,40000.0
2026-08-14,Pasar Baleendah,BAYAM,2500.0
2026-08-14,Pasar Baleendah,BERAS IR. 64,15000.0
2026-08-14,Pasar Baleendah,BERAS MEDIUM,14000.0
2026-08-14,Pasar Baleendah,BERAS PREMIUM,16000.0
2026-08-14,Pasar Baleendah,CABE HIJAU BIASA,32000.0
2026-08-14,Pasar Baleendah,CABE MERAH KERITING,40000.0
2026-08-14,Pasar Baleendah,CABE MERAH TANJUNG,100000.0
2026-08-14,Pasar Baleendah,CABE MERAH TW,
2026-08-14,Pasar Baleendah,CABE RAWIT HIJAU,45000.0
2026-08-14,Pasar Baleendah,CABE RAWIT MERAH,45000.0
2026-08-14,Pasar Baleendah,DAGING AYAM BROILER,41000.0
2026-08-14,Pasar Baleendah,DAGING AYAM KAMPUNG,70000.0
2026-08-14,Pasar Baleendah,DAGING SAPI IMPOR BEKU,120000.0
2026-08-14,Pasar Baleendah,DAGING SAPI LOKAL HAS DALAM,150000.0
2026-08-14,Pasar Baleendah,DAGING SAPI LOKAL HAS LUAR,140000.0
2026-08-14,Pasar Baleendah,DAGING SAPI LOKAL PAHA BELAKANG,140000.0
2026-08-14,Pasar Baleendah,DAGING SAPI LOKAL PAHA DEPAN,135000.0
2026-08-14,Pasar Baleendah,DAGING SAPI LOKAL SANDUNG LAMUR,120000.0
2026-08-14,Pasar Baleendah,DAGING SAPI LOKAL TETELAN,70000.0
2026-08-14,Pasar Baleendah,DAGING SAPI MURNI,140000.0
2026-08-14,Pasar Baleendah,GARAM BATA,16000.0
2026-08-14,Pasar Baleendah,GARAM HALUS YODIUM,2500.0
2026-08-14,Pasar Baleendah,GAS LPG 3 Kg,23000.0
2026-08-14,Pasar Baleendah,GULA MERAH,23000.0
2026-08-14,Pasar Baleendah,GULA PASIR GULA KU,20000.0
2026-08-14,Pasar Baleendah,GULA PASIR LOKAL,19000.0
2026-08-14,Pasar Baleendah,IKAN BANDENG,45000.0
2026-08-14,Pasar Baleendah,Ikan Bawal Air Tawar,30000.0
2026-08-14,Pasar Baleendah,Ikan Gurame,55000.0
2026-08-14,Pasar Baleendah,IKAN KEMBUNG,55000.0
2026-08-14,Pasar Baleendah,Ikan Lele,31000.0
2026-08-14,Pasar Baleendah,IKAN MAS,27000.0
2026-08-14,Pasar Baleendah,Ikan Nila,35000.0
2026-08-14,Pasar Baleendah,Ikan Patin,30000.0
2026-08-14,Pasar Baleendah,IKAN TONGKOL,45000.0
2026-08-14,Pasar Baleendah,JAGUNG MANIS,14000.0
2026-08-14,Pasar Baleendah,JAGUNG PIPILAN,20000.0
2026-08-14,Pasar Baleendah,JERUK,20000.0
2026-08-14,Pasar Baleendah,KACANG HIJAU,32000.0
2026-08-14,Pasar Baleendah,KACANG KEDELAI IMPOR,20000.0
2026-08-14,Pasar Baleendah,KACANG KEDELAI LOKAL,14000.0
2026-08-14,Pasar Baleendah,KACANG PANJANG,20000.0
2026-08-14,Pasar Baleendah,KACANG TANAH KUPAS,38000.0
2026-08-14,Pasar Baleendah,KANGKUNG,1000.0
2026-08-14,Pasar Baleendah,KENTANG DIENG,18000.0
2026-08-14,Pasar Baleendah,KETELA POHON,5000.0
2026-08-14,Pasar Baleendah,MELON,18000.0
2026-08-14,Pasar Baleendah,MIE INSTAN INDOMIE,3000.0
2026-08-14,Pasar Baleendah,MINYAK BIMOLI,
2026-08-14,Pasar Baleendah,MINYAK CURAH,21500.0
2026-08-14,Pasar Baleendah,MINYAKITA,21000.0
2026-08-14,Pasar Baleendah,MINYAK SANIA,22000.0
2026-08-14,Pasar Baleendah,PAKCOY,10000.0
2026-08-14,Pasar Baleendah,PEPAYA,14000.0
2026-08-14,Pasar Baleendah,PISANG,6500.0
2026-08-14,Pasar Baleendah,SAWI PUTIH,7000.0
2026-08-14,Pasar Baleendah,SAYURAN BUNCIS,24000.0
2026-08-14,Pasar Baleendah,SAYURAN KENTANG LOKAL,15000.0
2026-08-14,Pasar Baleendah,SAYURAN KOL/KUBIS,7000.0
2026-08-14,Pasar Baleendah,SAYURAN TOMAT,8000.0
2026-08-14,Pasar Baleendah,SAYURAN WORTEL,16000.0
2026-08-14,Pasar Baleendah,SKM BENDERA,12500.0
2026-08-14,Pasar Baleendah,SKM CAP ENAK,10000.0
2026-08-14,Pasar Baleendah,SKM INDOMILK,11500.0
2026-08-14,Pasar Baleendah,SUSU BALITA (SGM),41600.0
2026-08-14,Pasar Baleendah,SUSU BUBUK DANCOW VANILA,50100.0
2026-08-14,Pasar Baleendah,TAHU,12000.0
2026-08-14,Pasar Baleendah,TELUR AYAM BROILER,25000.0
2026-08-14,Pasar Baleendah,TELUR AYAM KAMPUNG,3000.0
2026-08-14,Pasar Baleendah,TEMPE,12000.0
2026-08-14,Pasar Baleendah,TERIGU CAKRA KEMBAR,11500.0
2026-08-14,Pasar Baleendah,TERIGU CURAH,10000.0
2026-08-14,Pasar Baleendah,TERIGU KUNCI BIRU,11000.0
2026-08-14,Pasar Baleendah,TERIGU SEGITIGA BIRU,11000.0
2026-08-14,Pasar Baleendah,TERI KERITING,80000.0
2026-08-14,Pasar Baleendah,TERI MEDAN,140000.0
2026-08-14,Pasar Baleendah,TIMUN,12000.0
2026-08-14,Pasar Baleendah,TOMAT HIJAU,8000.0
2026-08-14,Pasar Baleendah,UBI JALAR PUTIH,8000.0
2026-08-14,Pasar Baleendah,UDANG,70000.0
2026-08-14,Pasar Stasiun Majalaya,BAWANG BOMBAY,38000.0
2026-08-14,Pasar Stasiun Majalaya,BAWANG DAUN,14000.0
2026-08-14,Pasar Stasiun Majalaya,BAWANG MERAH,36000.0
2026-08-14,Pasar Stasiun Majalaya,BAWANG MERAH BATU,32000.0
2026-08-14,Pasar Stasiun Majalaya,BAWANG PUTIH BIASA,36000.0
2026-08-14,Pasar Stasiun Majalaya,BAWANG PUTIH KATING,36000.0
2026-08-14,Pasar Stasiun Majalaya,BAWANG SUMENEP,50000.0
2026-08-14,Pasar Stasiun Majalaya,BAYAM,3000.0
2026-08-14,Pasar Stasiun Majalaya,BERAS IR. 64,
2026-08-14,Pasar Stasiun Majalaya,BERAS MEDIUM,15000.0
2026-08-14,Pasar Stasiun Majalaya,BERAS PREMIUM,16000.0
2026-08-14,Pasar Stasiun Majalaya,CABE HIJAU BIASA,24000.0
2026-08-14,Pasar Stasiun Majalaya,CABE MERAH KERITING,40000.0
2026-08-14,Pasar Stasiun Majalaya,CABE MERAH TANJUNG,100000.0
2026-08-14,Pasar Stasiun Majalaya,CABE MERAH TW,
2026-08-14,Pasar Stasiun Majalaya,CABE RAWIT HIJAU,50000.0
2026-08-14,Pasar Stasiun Majalaya,CABE RAWIT MERAH,45000.0
2026-08-14,Pasar Stasiun Majalaya,DAGING AYAM BROILER,44000.0
2026-08-14,Pasar Stasiun Majalaya,DAGING AYAM KAMPUNG,80000.0
2026-08-14,Pasar Stasiun Majalaya,DAGING SAPI IMPOR BEKU,130000.0
2026-08-14,Pasar Stasiun Majalaya,DAGING SAPI LOKAL HAS DALAM,150000.0
2026-08-14,Pasar Stasiun Majalaya,DAGING SAPI LOKAL HAS LUAR,140000.0
2026-08-14,Pasar Stasiun Majalaya,DAGING SAPI LOKAL PAHA BELAKANG,140000.0
2026-08-14,Pasar Stasiun Majalaya,DAGING SAPI LOKAL PAHA DEPAN,140000.0
2026-08-14,Pasar Stasiun Majalaya,DAGING SAPI LOKAL SANDUNG LAMUR,135000.0
2026-08-14,Pasar Stasiun Majalaya,DAGING SAPI LOKAL TETELAN,70000.0
2026-08-14,Pasar Stasiun Majalaya,DAGING SAPI MURNI,155000.0
2026-08-14,Pasar Stasiun Majalaya,GARAM BATA,18000.0
2026-08-14,Pasar Stasiun Majalaya,GARAM HALUS YODIUM,2500.0
2026-08-14,Pasar Stasiun Majalaya,GAS LPG 3 Kg,22000.0
2026-08-14,Pasar Stasiun Majalaya,GULA MERAH,24000.0
2026-08-14,Pasar Stasiun Majalaya,GULA PASIR GULA KU,
2026-08-14,Pasar Stasiun Majalaya,GULA PASIR LOKAL,19000.0
2026-08-14,Pasar Stasiun Majalaya,IKAN BANDENG,40000.0
2026-08-14,Pasar Stasiun Majalaya,Ikan Bawal Air Tawar,34000.0
2026-08-14,Pasar Stasiun Majalaya,Ikan Gurame,55000.0
2026-08-14,Pasar Stasiun Majalaya,IKAN KEMBUNG,50000.0
2026-08-14,Pasar Stasiun Majalaya,Ikan Lele,30000.0
2026-08-14,Pasar Stasiun Majalaya,IKAN MAS,32000.0
2026-08-14,Pasar Stasiun Majalaya,Ikan Nila,36000.0
2026-08-14,Pasar Stasiun Majalaya,Ikan Patin,34000.0
2026-08-14,Pasar Stasiun Majalaya,IKAN TONGKOL,44000.0
2026-08-14,Pasar Stasiun Majalaya,JAGUNG MANIS,10000.0
2026-08-14,Pasar Stasiun Majalaya,JAGUNG PIPILAN,
2026-08-14,Pasar Stasiun Majalaya,JERUK,30000.0
2026-08-14,Pasar Stasiun Majalaya,KACANG HIJAU,38000.0
2026-08-14,Pasar Stasiun Majalaya,KACANG KEDELAI IMPOR,16000.0
2026-08-14,Pasar Stasiun Majalaya,KACANG KEDELAI LOKAL,14000.0
2026-08-14,Pasar Stasiun Majalaya,KACANG PANJANG,16000.0
2026-08-14,Pasar Stasiun Majalaya,KACANG TANAH KUPAS,40000.0
2026-08-14,Pasar Stasiun Majalaya,KANGKUNG,3000.0
2026-08-14,Pasar Stasiun Majalaya,KENTANG DIENG,20000.0
2026-08-14,Pasar Stasiun Majalaya,KETELA POHON,6000.0
2026-08-14,Pasar Stasiun Majalaya,MELON,20000.0
2026-08-14,Pasar Stasiun Majalaya,MIE INSTAN INDOMIE,3000.0
2026-08-14,Pasar Stasiun Majalaya,MINYAK BIMOLI,
2026-08-14,Pasar Stasiun Majalaya,MINYAK CURAH,22000.0
2026-08-14,Pasar Stasiun Majalaya,MINYAKITA,21000.0
2026-08-14,Pasar Stasiun Majalaya,MINYAK SANIA,
2026-08-14,Pasar Stasiun Majalaya,PAKCOY,8000.0
2026-08-14,Pasar Stasiun Majalaya,PEPAYA,15000.0
2026-08-14,Pasar Stasiun Majalaya,PISANG,8000.0
2026-08-14,Pasar Stasiun Majalaya,SAWI PUTIH,8000.0
2026-08-14,Pasar Stasiun Majalaya,SAYURAN BUNCIS,24000.0
2026-08-14,Pasar Stasiun Majalaya,SAYURAN KENTANG LOKAL,15000.0
2026-08-14,Pasar Stasiun Majalaya,SAYURAN KOL/KUBIS,7000.0
2026-08-14,Pasar Stasiun Majalaya,SAYURAN TOMAT,8000.0
2026-08-14,Pasar Stasiun Majalaya,SAYURAN WORTEL,18000.0
2026-08-14,Pasar Stasiun Majalaya,SKM BENDERA,13000.0
2026-08-14,Pasar Stasiun Majalaya,SKM CAP ENAK,11500.0
2026-08-14,Pasar Stasiun Majalaya,SKM INDOMILK,12500.0
2026-08-14,Pasar Stasiun Majalaya,SUSU BALITA (SGM),
2026-08-14,Pasar Stasiun Majalaya,SUSU BUBUK DANCOW VANILA,
2026-08-14,Pasar Stasiun Majalaya,TAHU,12000.0
2026-08-14,Pasar Stasiun Majalaya,TELUR AYAM BROILER,26000.0
2026-08-14,Pasar Stasiun Majalaya,TELUR AYAM KAMPUNG,4000.0
2026-08-14,Pasar Stasiun Majalaya,TEMPE,14000.0
2026-08-14,Pasar Stasiun Majalaya,TERIGU CAKRA KEMBAR,14000.0
2026-08-14,Pasar Stasiun Majalaya,TERIGU CURAH,10000.0
2026-08-14,Pasar Stasiun Majalaya,TERIGU KUNCI BIRU,12000.0
2026-08-14,Pasar Stasiun Majalaya,TERIGU SEGITIGA BIRU,13000.0
2026-08-14,Pasar Stasiun Majalaya,TERI KERITING,100000.0
2026-08-14,Pasar Stasiun Majalaya,TERI MEDAN,160000.0
2026-08-14,Pasar Stasiun Majalaya,TIMUN,15000.0
2026-08-14,Pasar Stasiun Majalaya,TOMAT HIJAU,7000.0
2026-08-14,Pasar Stasiun Majalaya,UBI JALAR PUTIH,8000.0
2026-08-14,Pasar Stasiun Majalaya,UDANG,100000.0
2026-08-14,Pasar Baru Majalaya,BAWANG BOMBAY,36000.0
2026-08-14,Pasar Baru Majalaya,BAWANG DAUN,14000.0
2026-08-14,Pasar Baru Majalaya,BAWANG MERAH,36000.0
2026-08-14,Pasar Baru Majalaya,BAWANG MERAH BATU,28000.0
2026-08-14,Pasar Baru Majalaya,BAWANG PUTIH BIASA,32000.0
2026-08-14,Pasar Baru Majalaya,BAWANG PUTIH KATING,
2026-08-14,Pasar Baru Majalaya,BAWANG SUMENEP,48000.0
2026-08-14,Pasar Baru Majalaya,BAYAM,3000.0
2026-08-14,Pasar Baru Majalaya,BERAS IR. 64,15000.0
2026-08-14,Pasar Baru Majalaya,BERAS MEDIUM,14500.0
2026-08-14,Pasar Baru Majalaya,BERAS PREMIUM,16000.0
2026-08-14,Pasar Baru Majalaya,CABE HIJAU BIASA,34000.0
2026-08-14,Pasar Baru Majalaya,CABE MERAH KERITING,45000.0
2026-08-14,Pasar Baru Majalaya,CABE MERAH TANJUNG,100000.0
2026-08-14,Pasar Baru Majalaya,CABE MERAH TW,
2026-08-14,Pasar Baru Majalaya,CABE RAWIT HIJAU,50000.0
2026-08-14,Pasar Baru Majalaya,CABE RAWIT MERAH,48000.0
2026-08-14,Pasar Baru Majalaya,DAGING AYAM BROILER,43000.0
2026-08-14,Pasar Baru Majalaya,DAGING AYAM KAMPUNG,
2026-08-14,Pasar Baru Majalaya,DAGING SAPI IMPOR BEKU,130000.0
2026-08-14,Pasar Baru Majalaya,DAGING SAPI LOKAL HAS DALAM,140000.0
2026-08-14,Pasar Baru Majalaya,DAGING SAPI LOKAL HAS LUAR,130000.0
2026-08-14,Pasar Baru Majalaya,DAGING SAPI LOKAL PAHA BELAKANG,135000.0
2026-08-14,Pasar Baru Majalaya,DAGING SAPI LOKAL PAHA DEPAN,140000.0
2026-08-14,Pasar Baru Majalaya,DAGING SAPI LOKAL SANDUNG LAMUR,130000.0
2026-08-14,Pasar Baru Majalaya,DAGING SAPI LOKAL TETELAN,70000.0
2026-08-14,Pasar Baru Majalaya,DAGING SAPI MURNI,150000.0
2026-08-14,Pasar Baru Majalaya,GARAM BATA,16000.0
2026-08-14,Pasar Baru Majalaya,GARAM HALUS YODIUM,2000.0
2026-08-14,Pasar Baru Majalaya,GAS LPG 3 Kg,22000.0
2026-08-14,Pasar Baru Majalaya,GULA MERAH,24000.0
2026-08-14,Pasar Baru Majalaya,GULA PASIR GULA KU,20000.0
2026-08-14,Pasar Baru Majalaya,GULA PASIR LOKAL,19000.0
2026-08-14,Pasar Baru Majalaya,IKAN BANDENG,40000.0
2026-08-14,Pasar Baru Majalaya,Ikan Bawal Air Tawar,32000.0
2026-08-14,Pasar Baru Majalaya,Ikan Gurame,50000.0
2026-08-14,Pasar Baru Majalaya,IKAN KEMBUNG,48000.0
2026-08-14,Pasar Baru Majalaya,Ikan Lele,30000.0
2026-08-14,Pasar Baru Majalaya,IKAN MAS,30000.0
2026-08-14,Pasar Baru Majalaya,Ikan Nila,34000.0
2026-08-14,Pasar Baru Majalaya,Ikan Patin,33000.0
2026-08-14,Pasar Baru Majalaya,IKAN TONGKOL,42000.0
2026-08-14,Pasar Baru Majalaya,JAGUNG MANIS,10000.0
2026-08-14,Pasar Baru Majalaya,JAGUNG PIPILAN,
2026-08-14,Pasar Baru Majalaya,JERUK,35000.0
2026-08-14,Pasar Baru Majalaya,KACANG HIJAU,38000.0
2026-08-14,Pasar Baru Majalaya,KACANG KEDELAI IMPOR,23000.0
2026-08-14,Pasar Baru Majalaya,KACANG KEDELAI LOKAL,
2026-08-14,Pasar Baru Majalaya,KACANG PANJANG,15000.0
2026-08-14,Pasar Baru Majalaya,KACANG TANAH KUPAS,38000.0
2026-08-14,Pasar Baru Majalaya,KANGKUNG,3000.0
2026-08-14,Pasar Baru Majalaya,KENTANG DIENG,18000.0
2026-08-14,Pasar Baru Majalaya,KETELA POHON,6000.0
2026-08-14,Pasar Baru Majalaya,MELON,20000.0
2026-08-14,Pasar Baru Majalaya,MIE INSTAN INDOMIE,3000.0
2026-08-14,Pasar Baru Majalaya,MINYAK BIMOLI,
2026-08-14,Pasar Baru Majalaya,MINYAK CURAH,22000.0
2026-08-14,Pasar Baru Majalaya,MINYAKITA,21000.0
2026-08-14,Pasar Baru Majalaya,MINYAK SANIA,
2026-08-14,Pasar Baru Majalaya,PAKCOY,10000.0
2026-08-14,Pasar Baru Majalaya,PEPAYA,15000.0
2026-08-14,Pasar Baru Majalaya,PISANG,7000.0
2026-08-14,Pasar Baru Majalaya,SAWI PUTIH,8000.0
2026-08-14,Pasar Baru Majalaya,SAYURAN BUNCIS,28000.0
2026-08-14,Pasar Baru Majalaya,SAYURAN KENTANG LOKAL,15000.0
2026-08-14,Pasar Baru Majalaya,SAYURAN KOL/KUBIS,7000.0
2026-08-14,Pasar Baru Majalaya,SAYURAN TOMAT,10000.0
2026-08-14,Pasar Baru Majalaya,SAYURAN WORTEL,18000.0
2026-08-14,Pasar Baru Majalaya,SKM BENDERA,13000.0
2026-08-14,Pasar Baru Majalaya,SKM CAP ENAK,11500.0
2026-08-14,Pasar Baru Majalaya,SKM INDOMILK,12500.0
2026-08-14,Pasar Baru Majalaya,SUSU BALITA (SGM),
2026-08-14,Pasar Baru Majalaya,SUSU BUBUK DANCOW VANILA,
2026-08-14,Pasar Baru Majalaya,TAHU,12000.0
2026-08-14,Pasar Baru Majalaya,TELUR AYAM BROILER,25000.0
2026-08-14,Pasar Baru Majalaya,TELUR AYAM KAMPUNG,4000.0
2026-08-14,Pasar Baru Majalaya,TEMPE,14000.0
2026-08-14,Pasar Baru Majalaya,TERIGU CAKRA KEMBAR,12500.0
2026-08-14,Pasar Baru Majalaya,TERIGU CURAH,10000.0
2026-08-14,Pasar Baru Majalaya,TERIGU KUNCI BIRU,
2026-08-14,Pasar Baru Majalaya,TERIGU SEGITIGA BIRU,13500.0
2026-08-14,Pasar Baru Majalaya,TERI KERITING,100000.0
2026-08-14,Pasar Baru Majalaya,TERI MEDAN,160000.0
2026-08-14,Pasar Baru Majalaya,TIMUN,12000.0
2026-08-14,Pasar Baru Majalaya,TOMAT HIJAU,6000.0
2026-08-14,Pasar Baru Majalaya,UBI JALAR PUTIH,8000.0
2026-08-14,Pasar Baru Majalaya,UDANG,90000.0
2026-08-14,Pasar Sehat Cicalengka,BAWANG BOMBAY,35000.0
2026-08-14,Pasar Sehat Cicalengka,BAWANG DAUN,14000.0
2026-08-14,Pasar Sehat Cicalengka,BAWANG MERAH,30000.0
2026-08-14,Pasar Sehat Cicalengka,BAWANG MERAH BATU,30000.0
2026-08-14,Pasar Sehat Cicalengka,BAWANG PUTIH BIASA,38000.0
2026-08-14,Pasar Sehat Cicalengka,BAWANG PUTIH KATING,37000.0
2026-08-14,Pasar Sehat Cicalengka,BAWANG SUMENEP,50000.0
2026-08-14,Pasar Sehat Cicalengka,BAYAM,2000.0
2026-08-14,Pasar Sehat Cicalengka,BERAS IR. 64,13500.0
2026-08-14,Pasar Sehat Cicalengka,BERAS MEDIUM,13500.0
2026-08-14,Pasar Sehat Cicalengka,BERAS PREMIUM,14900.0
2026-08-14,Pasar Sehat Cicalengka,CABE HIJAU BIASA,25000.0
2026-08-14,Pasar Sehat Cicalengka,CABE MERAH KERITING,34000.0
2026-08-14,Pasar Sehat Cicalengka,CABE MERAH TANJUNG,100000.0
2026-08-14,Pasar Sehat Cicalengka,CABE MERAH TW,90000.0
2026-08-14,Pasar Sehat Cicalengka,CABE RAWIT HIJAU,50000.0
2026-08-14,Pasar Sehat Cicalengka,CABE RAWIT MERAH,45000.0
2026-08-14,Pasar Sehat Cicalengka,DAGING AYAM BROILER,43000.0
2026-08-14,Pasar Sehat Cicalengka,DAGING AYAM KAMPUNG,70000.0
2026-08-14,Pasar Sehat Cicalengka,DAGING SAPI IMPOR BEKU,120000.0
2026-08-14,Pasar Sehat Cicalengka,DAGING SAPI LOKAL HAS DALAM,150000.0
2026-08-14,Pasar Sehat Cicalengka,DAGING SAPI LOKAL HAS LUAR,140000.0
2026-08-14,Pasar Sehat Cicalengka,DAGING SAPI LOKAL PAHA BELAKANG,150000.0
2026-08-14,Pasar Sehat Cicalengka,DAGING SAPI LOKAL PAHA DEPAN,140000.0
2026-08-14,Pasar Sehat Cicalengka,DAGING SAPI LOKAL SANDUNG LAMUR,120000.0
2026-08-14,Pasar Sehat Cicalengka,DAGING SAPI LOKAL TETELAN,70000.0
2026-08-14,Pasar Sehat Cicalengka,DAGING SAPI MURNI,150000.0
2026-08-14,Pasar Sehat Cicalengka,GARAM BATA,30000.0
2026-08-14,Pasar Sehat Cicalengka,GARAM HALUS YODIUM,3000.0
2026-08-14,Pasar Sehat Cicalengka,GAS LPG 3 Kg,20000.0
2026-08-14,Pasar Sehat Cicalengka,GULA MERAH,24000.0
2026-08-14,Pasar Sehat Cicalengka,GULA PASIR GULA KU,20000.0
2026-08-14,Pasar Sehat Cicalengka,GULA PASIR LOKAL,17500.0
2026-08-14,Pasar Sehat Cicalengka,IKAN BANDENG,40000.0
2026-08-14,Pasar Sehat Cicalengka,Ikan Bawal Air Tawar,30000.0
2026-08-14,Pasar Sehat Cicalengka,Ikan Gurame,60000.0
2026-08-14,Pasar Sehat Cicalengka,IKAN KEMBUNG,50000.0
2026-08-14,Pasar Sehat Cicalengka,Ikan Lele,32000.0
2026-08-14,Pasar Sehat Cicalengka,IKAN MAS,29000.0
2026-08-14,Pasar Sehat Cicalengka,Ikan Nila,32000.0
2026-08-14,Pasar Sehat Cicalengka,Ikan Patin,30000.0
2026-08-14,Pasar Sehat Cicalengka,IKAN TONGKOL,43000.0
2026-08-14,Pasar Sehat Cicalengka,JAGUNG MANIS,14000.0
2026-08-14,Pasar Sehat Cicalengka,JAGUNG PIPILAN,20000.0
2026-08-14,Pasar Sehat Cicalengka,JERUK,22000.0
2026-08-14,Pasar Sehat Cicalengka,KACANG HIJAU,35000.0
2026-08-14,Pasar Sehat Cicalengka,KACANG KEDELAI IMPOR,13000.0
2026-08-14,Pasar Sehat Cicalengka,KACANG KEDELAI LOKAL,12500.0
2026-08-14,Pasar Sehat Cicalengka,KACANG PANJANG,18000.0
2026-08-14,Pasar Sehat Cicalengka,KACANG TANAH KUPAS,40000.0
2026-08-14,Pasar Sehat Cicalengka,KANGKUNG,2000.0
2026-08-14,Pasar Sehat Cicalengka,KENTANG DIENG,20000.0
2026-08-14,Pasar Sehat Cicalengka,KETELA POHON,6000.0
2026-08-14,Pasar Sehat Cicalengka,MELON,18000.0
2026-08-14,Pasar Sehat Cicalengka,MIE INSTAN INDOMIE,3000.0
2026-08-14,Pasar Sehat Cicalengka,MINYAK BIMOLI,22000.0
2026-08-14,Pasar Sehat Cicalengka,MINYAK CURAH,21000.0
2026-08-14,Pasar Sehat Cicalengka,MINYAKITA,20000.0
2026-08-14,Pasar Sehat Cicalengka,MINYAK SANIA,22000.0
