tanggal,pasar,curah_hujan_mm,suhu_avg,suhu_max,suhu_min
2026-08-09,Pasar Baru Majalaya,0.0,23.0,31.8,14.5
2026-08-10,Pasar Baru Majalaya,0.0,23.5,31.7,17.1
2026-08-11,Pasar Baru Majalaya,0.0,24.2,31.4,18.3
2026-08-12,Pasar Baru Majalaya,0.0,23.7,31.3,16.8
2026-08-13,Pasar Baru Majalaya,0.0,24.2,32.1,16.7
2026-08-14,Pasar Baru Majalaya,0.7,24.7,32.8,18.9
2026-08-15,Pasar Baru Majalaya,1.2,24.3,31.2,19.4
2026-08-16,Pasar Baru Majalaya,0.6,24.9,32.0,18.9
2026-08-17,Pasar Baru Majalaya,1.5,24.6,30.9,20.3
2026-08-18,Pasar Baru Majalaya,0.0,24.9,32.1,19.3
2026-08-19,Pasar Baru Majalaya,1.7,25.0,30.9,20.4
2026-08-20,Pasar Baru Majalaya,0.3,24.7,31.1,19.8
2026-08-21,Pasar Baru Majalaya,0.0,24.5,31.9,18.9
2026-08-22,Pasar Baru Majalaya,0.1,24.5,32.1,17.1
2024-08-22,Pasar Sehat Cicalengka,0.1,24.4,31.5,18.1
2024-08-23,Pasar Sehat Cicalengka,0.5,23.6,30.6,17.7
2024-08-24,Pasar Sehat Cicalengka,0.0,21.7,29.3,15.9
2024-08-25,Pasar Sehat Cicalengka,0.0,22.0,29.7,16.3
2024-08-26,Pasar Sehat Cicalengka,0.0,22.7,30.6,17.1
2024-08-27,Pasar Sehat Cicalengka,0.0,21.6,28.4,16.6
2024-08-28,Pasar Sehat Cicalengka,0.0,22.0,29.4,14.4
2024-08-29,Pasar Sehat Cicalengka,0.0,22.0,28.1,17.7
2024-08-30,Pasar Sehat Cicalengka,0.0,21.9,29.0,16.1
2024-08-31,Pasar Sehat Cicalengka,0.7,23.2,30.7,15.6
2024-09-01,Pasar Sehat Cicalengka,0.7,23.8,30.4,18.4
2024-09-02,Pasar Sehat Cicalengka,0.0,24.1,32.2,18.2
2024-09-03,Pasar Sehat Cicalengka,0.0,22.5,30.2,16.4
2024-09-04,Pasar Sehat Cicalengka,0.0,23.4,31.8,16.8
2024-09-05,Pasar Sehat Cicalengka,2.3,23.2,30.0,18.6
2024-09-06,Pasar Sehat Cicalengka,0.0,23.7,30.2,19.5
2024-09-07,Pasar Sehat Cicalengka,0.0,22.9,29.6,17.8
2024-09-08,Pasar Sehat Cicalengka,4.5,23.6,30.6,19.6
2024-09-09,Pasar Sehat Cicalengka,25.2,22.7,30.0,18.6
2024-09-10,Pasar Sehat Cicalengka,27.4,22.1,27.7,18.7
2024-09-11,Pasar Sehat Cicalengka,29.0,22.6,28.2,19.6
2024-09-12,Pasar Sehat Cicalengka,0.0,22.5,28.0,18.5
2024-09-13,Pasar Sehat Cicalengka,0.0,20.8,26.8,16.3
2024-09-14,Pasar Sehat Cicalengka,0.0,20.4,27.2,14.7
2024-09-15,Pasar Sehat Cicalengka,0.0,20.7,27.0,14.3
2024-09-16,Pasar Sehat Cicalengka,0.0,20.1,26.4,13.5
2024-09-17,Pasar Sehat Cicalengka,0.0,20.3,26.9,13.5
2024-09-18,Pasar Sehat Cicalengka,0.0,19.7,27.3,12.3
2024-09-19,Pasar Sehat Cicalengka,0.0,20.7,29.5,12.3
2024-09-20,Pasar Sehat Cicalengka,0.0,22.5,30.1,15.1
2024-09-21,Pasar Sehat Cicalengka,0.3,24.1,30.7,18.2
2024-09-22,Pasar Sehat Cicalengka,1.3,24.2,29.6,19.3
2024-09-23,Pasar Sehat Cicalengka,3.4,23.8,29.4,20.2
2024-09-24,Pasar Sehat Cicalengka,18.5,22.2,27.0,19.4
2024-09-25,Pasar Sehat Cicalengka,4.3,22.4,28.8,18.0
2024-09-26,Pasar Sehat Cicalengka,7.8,22.0,27.9,18.3
2024-09-27,Pasar Sehat Cicalengka,0.8,22.9,28.9,18.5
2024-09-28,Pasar Sehat Cicalengka,1.7,23.4,29.4,18.7
2024-09-29,Pasar Sehat Cicalengka,3.6,22.9,29.7,18.6
2024-09-30,Pasar Sehat Cicalengka,0.1,23.6,30.0,18.4
2024-10-01,Pasar Sehat Cicalengka,2.8,23.1,29.3,18.6
2024-10-02,Pasar Sehat Cicalengka,2.6,23.0,28.6,18.7
2024-10-03,Pasar Sehat Cicalengka,5.3,22.5,29.0,17.7
2024-10-04,Pasar Sehat Cicalengka,2.2,22.9,29.1,18.0
2024-10-05,Pasar Sehat Cicalengka,1.3,22.3,28.7,16.7
2024-10-06,Pasar Sehat Cicalengka,0.5,22.9,29.3,17.5
2024-10-07,Pasar Sehat Cicalengka,0.0,23.6,30.0,18.6
2024-10-08,Pasar Sehat Cicalengka,0.2,23.2,29.1,18.3
2024-10-09,Pasar Sehat Cicalengka,1.0,23.4,29.3,18.7
2024-10-10,Pasar Sehat Cicalengka,3.7,23.0,30.9,18.1
2024-10-11,Pasar Sehat Cicalengka,0.5,23.9,29.7,18.6
2024-10-12,Pasar Sehat Cicalengka,0.6,24.0,30.2,18.9
2024-10-13,Pasar Sehat Cicalengka,0.5,24.4,31.1,19.0
2024-10-14,Pasar Sehat Cicalengka,0.4,24.3,30.5,19.2
2024-10-15,Pasar Sehat Cicalengka,0.3,23.5,29.8,18.5
2024-10-16,Pasar Sehat Cicalengka,0.0,22.0,29.8,15.0
2024-10-17,Pasar Sehat Cicalengka,0.0,21.6,29.1,15.2
2024-10-18,Pasar Sehat Cicalengka,0.1,23.2,30.6,15.9
2024-10-19,Pasar Sehat Cicalengka,0.2,24.3,30.8,18.3
2024-10-20,Pasar Sehat Cicalengka,0.0,24.1,30.7,18.4
2024-10-21,Pasar Sehat Cicalengka,1.2,24.1,31.6,18.3
2024-10-22,Pasar Sehat Cicalengka,8.9,23.3,29.8,18.5
2024-10-23,Pasar Sehat Cicalengka,1.6,23.5,29.9,19.3
2024-10-24,Pasar Sehat Cicalengka,0.0,23.8,29.7,19.0
2024-10-25,Pasar Sehat Cicalengka,0.2,24.0,30.3,18.9
2024-10-26,Pasar Sehat Cicalengka,1.8,23.4,30.3,17.9
2024-10-27,Pasar Sehat Cicalengka,7.0,23.0,30.0,19.1
2024-10-28,Pasar Sehat Cicalengka,1.8,23.2,30.2,18.4
2024-10-29,Pasar Sehat Cicalengka,0.2,24.0,30.5,18.8
2024-10-30,Pasar Sehat Cicalengka,0.7,23.6,30.2,17.1
2024-10-31,Pasar Sehat Cicalengka,2.0,23.7,29.5,18.4
2024-11-01,Pasar Sehat Cicalengka,9.9,23.0,30.2,19.1
2024-11-02,Pasar Sehat Cicalengka,11.9,23.2,30.1,19.6
2024-11-03,Pasar Sehat Cicalengka,11.6,22.1,28.0,19.1
2024-11-04,Pasar Sehat Cicalengka,7.3,22.1,27.1,18.8
2024-11-05,Pasar Sehat Cicalengka,16.5,22.4,28.7,18.5
2024-11-06,Pasar Sehat Cicalengka,7.8,22.4,27.9,18.7
2024-11-07,Pasar Sehat Cicalengka,3.5,22.7,28.5,18.7
2024-11-08,Pasar Sehat Cicalengka,3.2,23.2,28.8,19.1
2024-11-09,Pasar Sehat Cicalengka,19.1,22.6,29.2,19.5
2024-11-10,Pasar Sehat Cicalengka,6.5,23.1,28.3,19.3
2024-11-11,Pasar Sehat Cicalengka,19.6,22.6,28.2,19.8
2024-11-12,Pasar Sehat Cicalengka,12.9,22.6,28.0,18.9
2024-11-13,Pasar Sehat Cicalengka,3.8,23.1,29.6,18.9
2024-11-14,Pasar Sehat Cicalengka,1.8,23.5,29.0,19.4
2024-11-15,Pasar Sehat Cicalengka,3.2,23.2,29.2,18.5
2024-11-16,Pasar Sehat Cicalengka,12.3,22.9,28.8,19.9
2024-11-17,Pasar Sehat Cicalengka,13.3,23.1,29.4,19.7
2024-11-18,Pasar Sehat Cicalengka,12.2,23.1,29.4,19.7
2024-11-19,Pasar Sehat Cicalengka,18.1,22.9,29.8,19.5
2024-11-20,Pasar Sehat Cicalengka,27.4,23.1,30.6,19.2
2024-11-21,Pasar Sehat Cicalengka,13.7,23.0,29.7,19.3
2024-11-22,Pasar Sehat Cicalengka,29.6,22.8,29.1,19.9
2024-11-23,Pasar Sehat Cicalengka,16.3,22.6,29.7,19.7
2024-11-24,Pasar Sehat Cicalengka,21.8,22.5,29.9,19.6
2024-11-25,Pasar Sehat Cicalengka,14.5,23.1,30.1,19.7
2024-11-26,Pasar Sehat Cicalengka,8.4,23.3,30.1,19.8
2024-11-27,Pasar Sehat Cicalengka,8.7,23.1,30.2,20.3
2024-11-28,Pasar Sehat Cicalengka,2.0,22.9,28.4,20.0
2024-11-29,Pasar Sehat Cicalengka,1.8,23.4,28.2,20.0
2024-11-30,Pasar Sehat Cicalengka,9.6,23.1,29.6,19.8
2024-12-01,Pasar Sehat Cicalengka,14.3,23.3,30.2,20.4
2024-12-02,Pasar Sehat Cicalengka,13.5,22.6,28.4,20.0
2024-12-03,Pasar Sehat Cicalengka,35.1,21.6,24.6,19.9
2024-12-04,Pasar Sehat Cicalengka,5.6,22.2,26.5,19.7
2024-12-05,Pasar Sehat Cicalengka,16.2,22.9,27.5,20.3
2024-12-06,Pasar Sehat Cicalengka,9.5,22.9,27.9,20.6
2024-12-07,Pasar Sehat Cicalengka,12.5,23.3,28.1,20.6
2024-12-08,Pasar Sehat Cicalengka,12.0,23.5,27.5,20.1
2024-12-09,Pasar Sehat Cicalengka,2.6,22.8,25.8,20.4
2024-12-10,Pasar Sehat Cicalengka,2.3,23.2,27.7,20.4
2024-12-11,Pasar Sehat Cicalengka,15.1,23.2,29.6,20.8
2024-12-12,Pasar Sehat Cicalengka,0.4,24.2,29.3,21.0
2024-12-13,Pasar Sehat Cicalengka,1.8,23.9,30.1,20.2
2024-12-14,Pasar Sehat Cicalengka,3.9,22.8,26.2,20.8
2024-12-15,Pasar Sehat Cicalengka,11.9,22.7,28.3,20.5
2024-12-16,Pasar Sehat Cicalengka,3.2,23.0,28.4,20.4
2024-12-17,Pasar Sehat Cicalengka,10.8,23.0,27.7,19.6
2024-12-18,Pasar Sehat Cicalengka,10.5,22.5,26.0,20.4
2024-12-19,Pasar Sehat Cicalengka,1.7,23.5,28.4,19.3
2024-12-20,Pasar Sehat Cicalengka,4.3,23.1,28.4,20.2
2024-12-21,Pasar Sehat Cicalengka,3.6,23.3,29.5,19.9
2024-12-22,Pasar Sehat Cicalengka,15.3,23.1,27.9,20.0
2024-12-23,Pasar Sehat Cicalengka,4.2,22.6,27.1,20.0
2024-12-24,Pasar Sehat Cicalengka,12.1,22.0,26.2,20.3
2024-12-25,Pasar Sehat Cicalengka,13.3,22.8,28.6,20.0
2024-12-26,Pasar Sehat Cicalengka,1.0,23.4,27.5,20.3
2024-12-27,Pasar Sehat Cicalengka,10.3,23.3,27.9,20.6
2024-12-28,Pasar Sehat Cicalengka,5.0,23.2,27.1,19.8
2024-12-29,Pasar Sehat Cicalengka,0.2,23.3,27.9,20.1
2024-12-30,Pasar Sehat Cicalengka,3.4,22.4,27.5,20.3
2024-12-31,Pasar Sehat Cicalengka,0.8,22.8,27.2,19.8
2025-01-01,Pasar Sehat Cicalengka,7.8,22.6,29.1,19.7
2025-01-02,Pasar Sehat Cicalengka,0.4,23.7,29.7,19.1
2025-01-03,Pasar Sehat Cicalengka,1.6,23.7,29.9,19.3
2025-01-04,Pasar Sehat Cicalengka,7.3,22.3,28.9,18.8
2025-01-05,Pasar Sehat Cicalengka,4.3,22.0,25.9,19.0
2025-01-06,Pasar Sehat Cicalengka,4.0,22.5,29.0,18.1
2025-01-07,Pasar Sehat Cicalengka,8.1,22.6,28.2,19.7
2025-01-08,Pasar Sehat Cicalengka,4.2,22.2,26.6,19.6
2025-01-09,Pasar Sehat Cicalengka,13.2,21.3,24.3,19.3
2025-01-10,Pasar Sehat Cicalengka,12.3,22.9,29.1,19.7
2025-01-11,Pasar Sehat Cicalengka,6.2,22.5,28.8,19.1
2025-01-12,Pasar Sehat Cicalengka,5.0,22.4,26.8,19.8
2025-01-13,Pasar Sehat Cicalengka,7.4,22.7,28.9,20.1
2025-01-14,Pasar Sehat Cicalengka,14.7,22.1,27.3,19.5
2025-01-15,Pasar Sehat Cicalengka,6.6,22.9,28.6,19.7
2025-01-16,Pasar Sehat Cicalengka,6.3,22.8,28.2,20.0
2025-01-17,Pasar Sehat Cicalengka,3.0,22.7,27.6,19.9
2025-01-18,Pasar Sehat Cicalengka,5.5,22.1,25.5,19.7
2025-01-19,Pasar Sehat Cicalengka,10.1,22.7,27.9,20.0
2025-01-20,Pasar Sehat Cicalengka,11.7,21.7,26.0,19.8
2025-01-21,Pasar Sehat Cicalengka,8.1,22.2,26.7,19.8
2025-01-22,Pasar Sehat Cicalengka,4.8,22.7,27.8,20.2
2025-01-23,Pasar Sehat Cicalengka,7.0,22.8,29.1,19.7
2025-01-24,Pasar Sehat Cicalengka,15.2,22.5,27.2,20.2
2025-01-25,Pasar Sehat Cicalengka,15.2,22.5,27.4,19.2
2025-01-26,Pasar Sehat Cicalengka,10.3,22.8,28.5,19.6
2025-01-27,Pasar Sehat Cicalengka,1.4,22.8,27.8,19.8
2025-01-28,Pasar Sehat Cicalengka,17.2,22.5,28.4,19.5
2025-01-29,Pasar Sehat Cicalengka,6.4,21.9,25.6,20.2
2025-01-30,Pasar Sehat Cicalengka,0.9,21.6,24.7,19.8
2025-01-31,Pasar Sehat Cicalengka,1.1,22.9,27.8,20.1
2025-02-01,Pasar Sehat Cicalengka,2.2,23.0,27.3,19.8
2025-02-02,Pasar Sehat Cicalengka,1.8,23.4,28.2,20.0
2025-02-03,Pasar Sehat Cicalengka,0.3,23.6,28.6,19.6
2025-02-04,Pasar Sehat Cicalengka,0.1,23.5,27.9,20.4
2025-02-05,Pasar Sehat Cicalengka,7.0,23.1,27.0,20.0
2025-02-06,Pasar Sehat Cicalengka,3.8,22.4,26.3,19.9
2025-02-07,Pasar Sehat Cicalengka,11.3,22.5,27.1,19.9
2025-02-08,Pasar Sehat Cicalengka,6.0,22.0,27.4,18.8
2025-02-09,Pasar Sehat Cicalengka,4.2,22.4,27.8,18.6
2025-02-10,Pasar Sehat Cicalengka,1.0,22.5,27.2,19.5
2025-02-11,Pasar Sehat Cicalengka,0.6,22.8,28.2,19.0
2025-02-12,Pasar Sehat Cicalengka,3.3,22.3,30.0,16.9
2025-02-13,Pasar Sehat Cicalengka,5.6,22.2,28.3,17.9
2025-02-14,Pasar Sehat Cicalengka,8.5,22.8,28.8,19.6
2025-02-15,Pasar Sehat Cicalengka,11.3,22.5,28.3,19.7
2025-02-16,Pasar Sehat Cicalengka,9.4,22.7,27.9,18.9
2025-02-17,Pasar Sehat Cicalengka,7.8,22.4,27.5,20.0
2025-02-18,Pasar Sehat Cicalengka,21.9,22.2,27.9,19.5
2025-02-19,Pasar Sehat Cicalengka,5.4,21.8,26.7,19.1
2025-02-20,Pasar Sehat Cicalengka,1.3,22.9,28.9,18.3
2025-02-21,Pasar Sehat Cicalengka,2.5,22.6,28.6,19.3
2025-02-22,Pasar Sehat Cicalengka,6.5,23.0,27.4,20.4
2025-02-23,Pasar Sehat Cicalengka,16.8,22.2,25.9,19.9
2025-02-24,Pasar Sehat Cicalengka,13.7,22.3,27.8,19.8
2025-02-25,Pasar Sehat Cicalengka,13.6,22.4,28.7,19.5
2025-02-26,Pasar Sehat Cicalengka,7.2,22.0,26.8,19.6
2025-02-27,Pasar Sehat Cicalengka,22.9,22.1,28.2,18.8
2025-02-28,Pasar Sehat Cicalengka,12.5,22.4,28.3,19.3
2025-03-01,Pasar Sehat Cicalengka,2.5,23.0,29.1,19.5
2025-03-02,Pasar Sehat Cicalengka,19.3,22.6,29.2,18.5
2025-03-03,Pasar Sehat Cicalengka,18.5,22.5,27.6,19.2
2025-03-04,Pasar Sehat Cicalengka,9.5,22.5,27.4,19.7
2025-03-05,Pasar Sehat Cicalengka,0.6,23.2,28.7,18.5
2025-03-06,Pasar Sehat Cicalengka,6.1,22.5,28.6,18.3
2025-03-07,Pasar Sehat Cicalengka,4.7,22.4,29.1,19.2
2025-03-08,Pasar Sehat Cicalengka,12.7,22.8,28.9,19.1
2025-03-09,Pasar Sehat Cicalengka,9.8,22.1,27.6,18.9
2025-03-10,Pasar Sehat Cicalengka,2.3,22.4,27.6,18.6
2025-03-11,Pasar Sehat Cicalengka,5.4,23.1,28.8,19.4
2025-03-12,Pasar Sehat Cicalengka,6.9,23.0,28.3,20.0
2025-03-13,Pasar Sehat Cicalengka,19.1,23.2,29.5,20.1
2025-03-14,Pasar Sehat Cicalengka,11.2,22.7,28.0,20.0
2025-03-15,Pasar Sehat Cicalengka,15.1,22.1,28.1,19.6
2025-03-16,Pasar Sehat Cicalengka,4.6,22.2,28.0,19.4
2025-03-17,Pasar Sehat Cicalengka,12.5,22.3,28.8,18.5
2025-03-18,Pasar Sehat Cicalengka,3.9,22.1,25.0,20.1
2025-03-19,Pasar Sehat Cicalengka,1.2,22.5,28.0,19.0
2025-03-20,Pasar Sehat Cicalengka,1.1,23.8,29.7,20.1
2025-03-21,Pasar Sehat Cicalengka,0.7,23.3,28.0,20.1
2025-03-22,Pasar Sehat Cicalengka,9.3,22.9,27.5,19.1
2025-03-23,Pasar Sehat Cicalengka,0.3,23.5,29.6,19.0
2025-03-24,Pasar Sehat Cicalengka,1.4,23.5,29.0,19.5
2025-03-25,Pasar Sehat Cicalengka,4.8,23.7,29.0,19.6
2025-03-26,Pasar Sehat Cicalengka,11.0,22.7,29.1,18.6
2025-03-27,Pasar Sehat Cicalengka,2.5,23.1,29.3,19.0
2025-03-28,Pasar Sehat Cicalengka,6.6,22.8,27.7,20.3
2025-03-29,Pasar Sehat Cicalengka,1.1,22.8,27.5,19.8
2025-03-30,Pasar Sehat Cicalengka,1.1,23.0,30.0,17.5
2025-03-31,Pasar Sehat Cicalengka,2.4,23.2,29.1,18.9
2025-04-01,Pasar Sehat Cicalengka,6.5,21.8,27.2,18.0
2025-04-02,Pasar Sehat Cicalengka,22.7,21.8,26.2,18.8
2025-04-03,Pasar Sehat Cicalengka,14.5,22.2,27.0,19.8
2025-04-04,Pasar Sehat Cicalengka,8.6,22.3,26.3,19.6
2025-04-05,Pasar Sehat Cicalengka,11.6,22.5,27.6,19.1
2025-04-06,Pasar Sehat Cicalengka,4.9,22.4,28.3,19.1
2025-04-07,Pasar Sehat Cicalengka,3.2,23.4,29.9,19.0
2025-04-08,Pasar Sehat Cicalengka,1.0,22.9,29.3,18.0
2025-04-09,Pasar Sehat Cicalengka,7.9,22.8,28.6,18.2
2025-04-10,Pasar Sehat Cicalengka,2.0,22.5,28.3,19.2
2025-04-11,Pasar Sehat Cicalengka,10.0,22.7,28.5,19.4
2025-04-12,Pasar Sehat Cicalengka,4.9,22.8,27.3,19.8
2025-04-13,Pasar Sehat Cicalengka,20.8,22.4,28.3,19.5
2025-04-14,Pasar Sehat Cicalengka,9.9,22.4,28.1,19.7
2025-04-15,Pasar Sehat Cicalengka,12.4,22.5,27.6,19.1
2025-04-16,Pasar Sehat Cicalengka,0.4,23.4,29.9,18.8
2025-04-17,Pasar Sehat Cicalengka,0.2,23.1,28.8,17.3
2025-04-18,Pasar Sehat Cicalengka,8.4,22.9,27.8,20.6
2025-04-19,Pasar Sehat Cicalengka,12.0,23.0,30.0,19.0
2025-04-20,Pasar Sehat Cicalengka,3.4,23.0,28.2,20.2
2025-04-21,Pasar Sehat Cicalengka,2.4,22.7,27.4,19.9
2025-04-22,Pasar Sehat Cicalengka,3.3,22.7,28.3,19.5
2025-04-23,Pasar Sehat Cicalengka,2.1,22.1,28.6,18.8
2025-04-24,Pasar Sehat Cicalengka,2.0,22.0,28.2,18.0
2025-04-25,Pasar Sehat Cicalengka,8.8,22.4,27.9,18.8
2025-04-26,Pasar Sehat Cicalengka,9.5,22.2,27.2,18.6
2025-04-27,Pasar Sehat Cicalengka,1.1,23.0,29.1,17.8
2025-04-28,Pasar Sehat Cicalengka,0.0,22.4,29.3,16.8
2025-04-29,Pasar Sehat Cicalengka,1.2,21.3,27.9,14.3
2025-04-30,Pasar Sehat Cicalengka,0.1,22.3,29.2,16.3
2025-05-01,Pasar Sehat Cicalengka,0.2,22.8,29.5,17.4
2025-05-02,Pasar Sehat Cicalengka,0.8,22.5,29.3,17.0
2025-05-03,Pasar Sehat Cicalengka,7.2,22.6,27.9,19.0
2025-05-04,Pasar Sehat Cicalengka,21.3,22.2,27.7,19.8
2025-05-05,Pasar Sehat Cicalengka,1.8,22.8,28.7,18.6
2025-05-06,Pasar Sehat Cicalengka,9.1,22.4,29.6,17.8
2025-05-07,Pasar Sehat Cicalengka,9.6,22.2,27.6,18.7
2025-05-08,Pasar Sehat Cicalengka,3.2,22.9,28.8,18.6
2025-05-09,Pasar Sehat Cicalengka,6.2,22.9,28.7,19.3
2025-05-10,Pasar Sehat Cicalengka,11.7,22.8,28.8,19.0
2025-05-11,Pasar Sehat Cicalengka,12.2,22.9,28.8,19.8
2025-05-12,Pasar Sehat Cicalengka,0.9,23.1,29.2,19.4
2025-05-13,Pasar Sehat Cicalengka,22.5,22.3,27.4,19.5
2025-05-14,Pasar Sehat Cicalengka,22.4,22.5,27.9,19.9
2025-05-15,Pasar Sehat Cicalengka,13.5,22.7,29.4,18.8
2025-05-16,Pasar Sehat Cicalengka,4.5,22.7,29.0,20.4
2025-05-17,Pasar Sehat Cicalengka,1.6,22.7,28.1,19.4
2025-05-18,Pasar Sehat Cicalengka,13.3,22.4,28.5,18.9
2025-05-19,Pasar Sehat Cicalengka,0.4,22.3,27.0,19.7
2025-05-20,Pasar Sehat Cicalengka,0.2,23.3,28.4,19.7
2025-05-21,Pasar Sehat Cicalengka,26.4,21.8,24.4,19.7
2025-05-22,Pasar Sehat Cicalengka,9.2,22.3,26.5,19.9
2025-05-23,Pasar Sehat Cicalengka,17.7,21.9,26.6,19.2
2025-05-24,Pasar Sehat Cicalengka,9.3,22.5,27.1,20.5
2025-05-25,Pasar Sehat Cicalengka,8.2,22.6,26.1,19.8
2025-05-26,Pasar Sehat Cicalengka,21.5,22.4,26.4,20.7
2025-05-27,Pasar Sehat Cicalengka,0.6,23.3,28.9,19.8
2025-05-28,Pasar Sehat Cicalengka,1.7,23.4,29.3,19.0
2025-05-29,Pasar Sehat Cicalengka,0.5,23.2,29.9,19.3
2025-05-30,Pasar Sehat Cicalengka,0.5,23.4,30.0,18.2
2025-05-31,Pasar Sehat Cicalengka,0.8,23.4,30.0,18.3
2025-06-01,Pasar Sehat Cicalengka,0.9,22.5,28.4,19.4
2025-06-02,Pasar Sehat Cicalengka,0.5,23.4,29.4,19.0
2025-06-03,Pasar Sehat Cicalengka,2.4,22.6,28.2,17.8
2025-06-04,Pasar Sehat Cicalengka,0.7,23.2,28.9,18.0
2025-06-05,Pasar Sehat Cicalengka,0.5,22.8,28.5,17.5
2025-06-06,Pasar Sehat Cicalengka,14.5,22.0,28.5,17.9
2025-06-07,Pasar Sehat Cicalengka,1.1,22.9,28.5,19.3
2025-06-08,Pasar Sehat Cicalengka,0.0,22.2,28.4,15.9
2025-06-09,Pasar Sehat Cicalengka,0.8,22.4,28.2,16.9
2025-06-10,Pasar Sehat Cicalengka,3.7,22.1,28.1,18.6
2025-06-11,Pasar Sehat Cicalengka,2.4,21.7,26.3,19.1
2025-06-12,Pasar Sehat Cicalengka,1.0,23.0,28.1,18.7
2025-06-13,Pasar Sehat Cicalengka,0.0,23.3,29.0,19.6
2025-06-14,Pasar Sehat Cicalengka,2.8,22.7,28.0,18.7
2025-06-15,Pasar Sehat Cicalengka,2.8,22.8,28.5,19.0
2025-06-16,Pasar Sehat Cicalengka,1.0,22.6,29.3,17.7
2025-06-17,Pasar Sehat Cicalengka,3.4,22.5,28.4,18.6
2025-06-18,Pasar Sehat Cicalengka,8.4,22.0,27.0,19.0
2025-06-19,Pasar Sehat Cicalengka,0.3,21.8,26.8,19.3
2025-06-20,Pasar Sehat Cicalengka,2.7,21.8,27.0,18.4
2025-06-21,Pasar Sehat Cicalengka,9.0,21.8,27.8,18.2
2025-06-22,Pasar Sehat Cicalengka,1.3,22.3,27.8,18.6
2025-06-23,Pasar Sehat Cicalengka,3.0,22.0,27.7,17.9
2025-06-24,Pasar Sehat Cicalengka,1.0,22.0,27.0,17.9
2025-06-25,Pasar Sehat Cicalengka,7.4,21.9,28.0,18.3
2025-06-26,Pasar Sehat Cicalengka,0.0,22.6,28.3,18.7
2025-06-27,Pasar Sehat Cicalengka,0.2,22.0,28.1,16.6
2025-06-28,Pasar Sehat Cicalengka,7.8,21.8,26.2,19.2
2025-06-29,Pasar Sehat Cicalengka,2.0,21.5,26.5,18.1
2025-06-30,Pasar Sehat Cicalengka,5.1,22.0,27.7,18.3
2025-07-01,Pasar Sehat Cicalengka,10.3,22.0,27.0,19.3
2025-07-02,Pasar Sehat Cicalengka,3.0,21.9,28.8,17.2
2025-07-03,Pasar Sehat Cicalengka,3.7,21.9,27.0,18.8
2025-07-04,Pasar Sehat Cicalengka,1.5,21.9,28.0,17.8
2025-07-05,Pasar Sehat Cicalengka,14.5,21.7,27.8,18.5
2025-07-06,Pasar Sehat Cicalengka,5.5,21.6,27.7,19.0
2025-07-07,Pasar Sehat Cicalengka,10.6,21.6,27.9,17.9
2025-07-08,Pasar Sehat Cicalengka,0.8,22.6,28.5,18.5
2025-07-09,Pasar Sehat Cicalengka,0.0,21.2,26.2,16.4
2025-07-10,Pasar Sehat Cicalengka,0.0,20.8,27.7,15.4
2025-07-11,Pasar Sehat Cicalengka,1.9,21.0,27.1,15.4
2025-07-12,Pasar Sehat Cicalengka,0.0,21.5,28.2,15.8
2025-07-13,Pasar Sehat Cicalengka,0.9,22.0,27.4,16.9
2025-07-14,Pasar Sehat Cicalengka,7.5,22.0,27.1,18.7
2025-07-15,Pasar Sehat Cicalengka,2.7,21.4,27.2,15.7
2025-07-16,Pasar Sehat Cicalengka,1.2,22.4,27.9,17.8
2025-07-17,Pasar Sehat Cicalengka,0.0,21.9,28.2,17.5
2025-07-18,Pasar Sehat Cicalengka,0.0,21.4,28.5,16.5
2025-07-19,Pasar Sehat Cicalengka,0.0,21.6,28.1,15.5
2025-07-20,Pasar Sehat Cicalengka,0.0,21.1,29.0,14.9
2025-07-21,Pasar Sehat Cicalengka,0.0,20.9,28.2,15.1
2025-07-22,Pasar Sehat Cicalengka,0.0,20.5,28.4,13.9
2025-07-23,Pasar Sehat Cicalengka,0.0,21.7,28.6,15.2
2025-07-24,Pasar Sehat Cicalengka,0.7,22.0,30.0,15.5
2025-07-25,Pasar Sehat Cicalengka,1.1,22.7,28.7,18.2
2025-07-26,Pasar Sehat Cicalengka,0.0,23.1,29.6,17.9
2025-07-27,Pasar Sehat Cicalengka,4.6,22.5,28.1,18.9
2025-07-28,Pasar Sehat Cicalengka,1.8,22.2,27.6,18.5
2025-07-29,Pasar Sehat Cicalengka,0.1,22.3,25.4,19.9
2025-07-30,Pasar Sehat Cicalengka,0.5,22.5,27.3,19.5
2025-07-31,Pasar Sehat Cicalengka,1.3,22.8,27.9,17.9
2025-08-01,Pasar Sehat Cicalengka,0.5,22.9,29.5,18.3
2025-08-02,Pasar Sehat Cicalengka,0.0,22.4,30.0,16.2
2025-08-03,Pasar Sehat Cicalengka,3.0,22.2,29.4,17.0
2025-08-04,Pasar Sehat Cicalengka,9.9,21.9,28.4,18.5
2025-08-05,Pasar Sehat Cicalengka,3.7,22.2,28.4,18.6
2025-08-06,Pasar Sehat Cicalengka,2.2,22.5,30.3,18.4
2025-08-07,Pasar Sehat Cicalengka,0.8,22.8,29.9,17.4
2025-08-08,Pasar Sehat Cicalengka,0.1,23.1,29.1,19.3
2025-08-09,Pasar Sehat Cicalengka,4.2,22.0,28.1,18.6
2025-08-10,Pasar Sehat Cicalengka,0.7,22.5,29.7,18.0
