tanggal,pasar,curah_hujan_mm,suhu_avg,suhu_max,suhu_min
2026-02-19,Pasar Ciwidey,25.3,18.8,21.3,16.9
2026-02-20,Pasar Ciwidey,12.1,19.2,21.6,17.8
2026-02-21,Pasar Ciwidey,25.2,19.7,23.2,17.2
2026-02-22,Pasar Ciwidey,32.7,19.9,22.8,18.6
2026-02-23,Pasar Ciwidey,17.1,19.3,22.7,17.7
2026-02-24,Pasar Ciwidey,1.2,20.2,25.8,17.6
2026-02-25,Pasar Ciwidey,0.4,20.6,25.0,16.2
2026-02-26,Pasar Ciwidey,1.6,20.7,25.1,18.3
2026-02-27,Pasar Ciwidey,2.4,20.3,25.0,18.4
2026-02-28,Pasar Ciwidey,3.0,20.4,24.4,18.2
2026-03-01,Pasar Ciwidey,2.5,20.4,25.9,17.0
2026-03-02,Pasar Ciwidey,8.5,20.3,24.8,17.2
2026-03-03,Pasar Ciwidey,8.7,20.6,23.1,18.7
2026-03-04,Pasar Ciwidey,3.1,20.7,23.7,18.9
2026-03-05,Pasar Ciwidey,4.0,21.0,24.5,19.0
2026-03-06,Pasar Ciwidey,3.3,20.2,23.2,18.0
2026-03-07,Pasar Ciwidey,14.2,19.8,23.9,17.7
2026-03-08,Pasar Ciwidey,30.5,19.0,22.4,16.8
2026-03-09,Pasar Ciwidey,3.3,19.5,25.0,15.3
2026-03-10,Pasar Ciwidey,2.4,20.7,27.8,14.8
2026-03-11,Pasar Ciwidey,2.2,21.0,27.3,15.9
2026-03-12,Pasar Ciwidey,0.6,20.7,27.9,14.6
2026-03-13,Pasar Ciwidey,0.7,20.5,28.1,14.3
2026-03-14,Pasar Ciwidey,4.9,19.7,26.3,14.3
2026-03-15,Pasar Ciwidey,0.6,20.3,26.2,14.5
2026-03-16,Pasar Ciwidey,0.6,20.6,25.7,16.3
2026-03-17,Pasar Ciwidey,1.0,21.2,26.4,15.4
2026-03-18,Pasar Ciwidey,1.4,21.7,27.5,16.3
2026-03-19,Pasar Ciwidey,12.9,20.2,26.4,16.0
2026-03-20,Pasar Ciwidey,7.8,20.4,25.8,16.1
2026-03-21,Pasar Ciwidey,10.8,20.5,26.6,15.1
2026-03-22,Pasar Ciwidey,2.1,20.3,26.1,14.8
2026-03-23,Pasar Ciwidey,0.4,19.9,26.0,14.2
2026-03-24,Pasar Ciwidey,0.5,20.5,26.1,15.7
2026-03-25,Pasar Ciwidey,2.6,19.9,25.8,15.1
2026-03-26,Pasar Ciwidey,6.0,20.1,23.4,17.9
2026-03-27,Pasar Ciwidey,26.9,19.9,22.7,17.5
2026-03-28,Pasar Ciwidey,23.5,20.0,23.2,16.3
2026-03-29,Pasar Ciwidey,7.8,20.3,24.3,16.3
2026-03-30,Pasar Ciwidey,14.0,20.1,24.6,16.7
2026-03-31,Pasar Ciwidey,2.3,20.4,24.6,17.4
2026-04-01,Pasar Ciwidey,10.1,20.3,24.9,17.2
2026-04-02,Pasar Ciwidey,21.3,20.2,24.3,17.3
2026-04-03,Pasar Ciwidey,3.4,21.0,25.8,18.2
2026-04-04,Pasar Ciwidey,4.4,20.3,24.8,16.1
2026-04-05,Pasar Ciwidey,4.4,20.7,25.7,18.1
2026-04-06,Pasar Ciwidey,0.9,20.6,25.7,17.4
2026-04-07,Pasar Ciwidey,3.4,20.6,25.0,17.4
2026-04-08,Pasar Ciwidey,3.8,20.4,24.4,16.7
2026-04-09,Pasar Ciwidey,16.2,20.4,23.6,18.4
2026-04-10,Pasar Ciwidey,5.3,20.4,25.4,17.5
2026-04-11,Pasar Ciwidey,9.2,20.7,26.0,17.0
2026-04-12,Pasar Ciwidey,38.8,20.9,25.6,18.8
2026-04-13,Pasar Ciwidey,1.3,21.2,26.2,16.4
2026-04-14,Pasar Ciwidey,7.2,21.1,25.3,18.7
2026-04-15,Pasar Ciwidey,7.5,20.6,23.9,18.4
2026-04-16,Pasar Ciwidey,2.4,21.2,25.5,17.3
2026-04-17,Pasar Ciwidey,5.9,20.6,25.7,17.6
2026-04-18,Pasar Ciwidey,1.3,20.8,25.9,16.5
2026-04-19,Pasar Ciwidey,0.7,20.8,26.5,16.4
2026-04-20,Pasar Ciwidey,2.1,21.1,25.8,17.2
2026-04-21,Pasar Ciwidey,3.2,20.9,26.7,16.2
2026-04-22,Pasar Ciwidey,23.7,21.0,26.8,17.7
2026-04-23,Pasar Ciwidey,1.0,21.3,26.0,18.3
2026-04-24,Pasar Ciwidey,0.6,20.9,25.3,17.5
2026-04-25,Pasar Ciwidey,0.9,20.9,25.9,17.8
2026-04-26,Pasar Ciwidey,0.9,21.1,25.5,17.8
2026-04-27,Pasar Ciwidey,2.9,20.8,25.0,17.8
2026-04-28,Pasar Ciwidey,4.6,20.6,25.2,16.7
2026-04-29,Pasar Ciwidey,2.9,21.4,25.9,18.3
2026-04-30,Pasar Ciwidey,8.5,21.2,25.6,18.1
2026-05-01,Pasar Ciwidey,14.7,21.0,25.2,18.8
2026-05-02,Pasar Ciwidey,4.4,20.3,24.4,17.6
2026-05-03,Pasar Ciwidey,1.0,20.8,25.4,17.1
2026-05-04,Pasar Ciwidey,8.6,20.0,23.5,17.0
2026-05-05,Pasar Ciwidey,6.5,20.6,24.3,17.7
2026-05-06,Pasar Ciwidey,0.0,21.3,27.0,17.5
2026-05-07,Pasar Ciwidey,2.7,21.0,24.6,18.2
2026-05-08,Pasar Ciwidey,0.0,21.1,26.9,15.9
2026-05-09,Pasar Ciwidey,0.1,20.8,25.7,15.9
2026-05-10,Pasar Ciwidey,0.0,21.6,26.7,17.4
2026-05-11,Pasar Ciwidey,0.8,21.7,26.7,18.5
2026-05-12,Pasar Ciwidey,0.8,21.8,26.9,17.6
2026-05-13,Pasar Ciwidey,0.4,21.4,26.6,16.4
2026-05-14,Pasar Ciwidey,4.6,20.6,27.3,16.4
2026-05-15,Pasar Ciwidey,3.9,20.9,26.3,17.5
2026-05-16,Pasar Ciwidey,6.4,20.7,25.8,17.9
2026-05-17,Pasar Ciwidey,8.3,20.3,25.7,16.1
2026-05-18,Pasar Ciwidey,2.0,20.6,27.0,15.5
2026-05-19,Pasar Ciwidey,3.1,20.9,25.6,17.6
2026-05-20,Pasar Ciwidey,3.4,20.2,23.7,15.9
2026-05-21,Pasar Ciwidey,0.9,21.3,26.9,17.7
2026-05-22,Pasar Ciwidey,10.8,20.9,24.6,16.8
2026-05-23,Pasar Ciwidey,16.4,20.5,23.7,18.0
2026-05-24,Pasar Ciwidey,15.0,19.6,24.1,16.3
2026-05-25,Pasar Ciwidey,6.8,20.4,23.7,17.3
2026-05-26,Pasar Ciwidey,0.5,20.7,27.4,15.1
2026-05-27,Pasar Ciwidey,0.1,19.6,25.5,14.5
2026-05-28,Pasar Ciwidey,0.0,19.8,26.0,13.5
2026-05-29,Pasar Ciwidey,0.4,19.2,25.4,13.8
2026-05-30,Pasar Ciwidey,1.2,20.0,24.7,14.8
2026-05-31,Pasar Ciwidey,0.1,20.8,25.1,17.3
2026-06-01,Pasar Ciwidey,0.4,21.0,26.4,15.8
2026-06-02,Pasar Ciwidey,0.5,20.9,25.5,17.5
2026-06-03,Pasar Ciwidey,0.1,20.9,25.5,17.3
2026-06-04,Pasar Ciwidey,0.0,20.7,26.1,16.2
2026-06-05,Pasar Ciwidey,0.0,21.0,26.9,16.3
2026-06-06,Pasar Ciwidey,0.0,20.8,27.0,15.3
2026-06-07,Pasar Ciwidey,0.0,20.1,26.1,15.2
2026-06-08,Pasar Ciwidey,0.0,19.9,25.9,15.8
2026-06-09,Pasar Ciwidey,0.0,19.6,25.5,12.6
2026-06-10,Pasar Ciwidey,0.0,19.4,25.2,12.4
2026-06-11,Pasar Ciwidey,0.0,19.8,25.6,13.9
2026-06-12,Pasar Ciwidey,0.0,19.6,25.4,14.6
2026-06-13,Pasar Ciwidey,2.9,19.8,22.2,17.4
2026-06-14,Pasar Ciwidey,0.0,20.8,25.0,18.0
2026-06-15,Pasar Ciwidey,0.0,20.5,26.4,14.3
2026-06-16,Pasar Ciwidey,0.0,20.1,25.8,14.6
2026-06-17,Pasar Ciwidey,0.0,20.0,25.9,15.4
2026-06-18,Pasar Ciwidey,0.0,19.8,25.7,14.0
2026-06-19,Pasar Ciwidey,0.0,20.0,27.0,13.5
2026-06-20,Pasar Ciwidey,0.3,20.3,26.5,14.0
2026-06-21,Pasar Ciwidey,0.6,20.5,26.3,16.0
2026-06-22,Pasar Ciwidey,2.1,20.6,25.9,16.5
2026-06-23,Pasar Ciwidey,5.0,20.2,23.9,18.6
2026-06-24,Pasar Ciwidey,0.0,20.2,26.1,16.0
2026-06-25,Pasar Ciwidey,2.1,19.3,24.4,15.9
2026-06-26,Pasar Ciwidey,0.0,19.7,26.1,14.1
2026-06-27,Pasar Ciwidey,0.0,20.6,26.9,15.1
2026-06-28,Pasar Ciwidey,0.0,21.0,26.8,16.1
2026-06-29,Pasar Ciwidey,0.0,19.6,26.4,13.1
2026-06-30,Pasar Ciwidey,0.1,19.4,26.4,12.9
2026-07-01,Pasar Ciwidey,0.5,19.1,25.8,11.0
2026-07-02,Pasar Ciwidey,0.0,19.0,25.3,13.3
2026-07-03,Pasar Ciwidey,0.3,19.2,26.1,12.7
2026-07-04,Pasar Ciwidey,0.0,19.8,26.4,14.6
2026-07-05,Pasar Ciwidey,0.0,20.4,26.8,15.3
2026-07-06,Pasar Ciwidey,0.0,20.8,26.8,16.6
2026-07-07,Pasar Ciwidey,0.1,20.2,26.1,14.5
2026-07-08,Pasar Ciwidey,0.3,18.9,25.4,12.5
2026-07-09,Pasar Ciwidey,1.5,19.6,24.7,15.2
2026-07-10,Pasar Ciwidey,0.0,18.7,24.6,12.7
2026-07-11,Pasar Ciwidey,0.0,19.0,24.7,13.1
2026-07-12,Pasar Ciwidey,0.0,18.5,24.2,12.2
2026-07-13,Pasar Ciwidey,0.1,18.8,25.5,10.8
2026-07-14,Pasar Ciwidey,0.0,19.6,26.0,11.9
2026-07-15,Pasar Ciwidey,0.0,19.9,26.3,14.7
2026-07-16,Pasar Ciwidey,0.0,19.9,26.1,14.9
2026-07-17,Pasar Ciwidey,1.0,19.8,26.7,13.7
2026-07-18,Pasar Ciwidey,1.1,19.8,26.6,15.2
2026-07-19,Pasar Ciwidey,0.2,19.6,26.0,13.5
2026-07-20,Pasar Ciwidey,0.2,20.2,25.9,13.6
2026-07-21,Pasar Ciwidey,4.8,20.5,24.6,16.8
2026-07-22,Pasar Ciwidey,1.0,20.2,26.8,14.4
2026-07-23,Pasar Ciwidey,1.2,19.7,25.2,13.5
2026-07-24,Pasar Ciwidey,0.0,19.1,26.0,13.6
2026-07-25,Pasar Ciwidey,0.0,18.5,24.4,13.0
2026-07-26,Pasar Ciwidey,0.0,18.5,25.5,12.6
2026-07-27,Pasar Ciwidey,0.0,18.6,25.7,12.6
2026-07-28,Pasar Ciwidey,0.0,19.2,26.4,13.3
2026-07-29,Pasar Ciwidey,0.7,19.8,26.5,14.0
2026-07-30,Pasar Ciwidey,3.3,20.1,27.7,14.8
2026-07-31,Pasar Ciwidey,0.8,20.6,27.6,15.5
2026-08-01,Pasar Ciwidey,0.0,21.0,27.5,16.6
2026-08-02,Pasar Ciwidey,0.9,20.7,26.9,16.1
2026-08-03,Pasar Ciwidey,1.0,20.1,26.8,14.1
2026-08-04,Pasar Ciwidey,0.3,20.8,27.5,14.0
2026-08-05,Pasar Ciwidey,0.0,20.3,27.5,14.9
2026-08-06,Pasar Ciwidey,0.0,19.9,26.4,12.9
2026-08-07,Pasar Ciwidey,0.0,21.1,27.2,16.9
2026-08-08,Pasar Ciwidey,0.0,20.4,27.8,13.4
2026-08-09,Pasar Ciwidey,0.0,19.5,27.5,11.9
2026-08-10,Pasar Ciwidey,0.0,19.4,26.1,11.7
2026-08-11,Pasar Ciwidey,0.0,19.5,27.0,12.0
2026-08-12,Pasar Ciwidey,0.0,20.1,26.9,13.0
2026-08-13,Pasar Ciwidey,0.0,19.6,28.0,11.5
2026-08-14,Pasar Ciwidey,0.0,20.8,28.3,12.9
2026-08-15,Pasar Ciwidey,0.0,20.5,27.6,14.2
2026-08-16,Pasar Ciwidey,0.2,21.0,27.8,15.8
2026-08-17,Pasar Ciwidey,1.2,21.3,27.1,16.3
2026-08-18,Pasar Ciwidey,0.0,21.4,28.0,15.3
2026-08-19,Pasar Ciwidey,1.9,21.6,26.2,17.9
2026-08-20,Pasar Ciwidey,2.9,21.0,27.0,16.2
2026-08-21,Pasar Ciwidey,0.0,19.9,27.9,12.5
2026-08-22,Pasar Ciwidey,0.0,20.3,28.4,13.0
2024-08-22,Pasar Baleendah,0.0,26.1,33.6,19.5
2024-08-23,Pasar Baleendah,0.1,25.4,32.5,18.5
2024-08-24,Pasar Baleendah,0.0,24.2,32.5,16.0
2024-08-25,Pasar Baleendah,0.0,23.9,32.8,15.5
2024-08-26,Pasar Baleendah,0.0,24.8,32.8,17.3
2024-08-27,Pasar Baleendah,0.0,24.1,32.0,17.6
2024-08-28,Pasar Baleendah,0.0,24.0,32.7,14.5
2024-08-29,Pasar Baleendah,1.1,24.6,31.4,19.3
2024-08-30,Pasar Baleendah,0.0,24.3,32.1,16.5
2024-08-31,Pasar Baleendah,0.0,24.9,32.6,17.2
2024-09-01,Pasar Baleendah,0.0,25.9,32.1,19.1
2024-09-02,Pasar Baleendah,0.1,26.5,33.9,20.3
2024-09-03,Pasar Baleendah,0.0,25.5,33.6,17.7
2024-09-04,Pasar Baleendah,0.0,25.4,34.1,17.3
2024-09-05,Pasar Baleendah,0.5,24.6,31.9,18.9
2024-09-06,Pasar Baleendah,0.0,25.5,32.7,19.2
2024-09-07,Pasar Baleendah,0.0,24.9,32.3,18.7
2024-09-08,Pasar Baleendah,2.1,24.7,33.0,18.4
2024-09-09,Pasar Baleendah,11.2,23.7,30.8,19.1
2024-09-10,Pasar Baleendah,7.2,23.1,27.3,19.2
2024-09-11,Pasar Baleendah,6.6,24.1,29.5,20.8
2024-09-12,Pasar Baleendah,0.0,24.1,30.0,18.9
2024-09-13,Pasar Baleendah,0.0,22.1,29.6,16.0
2024-09-14,Pasar Baleendah,0.0,21.5,29.5,14.3
2024-09-15,Pasar Baleendah,0.0,22.2,29.7,14.5
2024-09-16,Pasar Baleendah,0.0,21.8,30.1,12.8
2024-09-17,Pasar Baleendah,0.0,22.0,29.9,13.8
2024-09-18,Pasar Baleendah,0.0,22.0,30.4,12.5
2024-09-19,Pasar Baleendah,0.0,22.3,30.7,12.9
2024-09-20,Pasar Baleendah,0.0,23.6,30.9,15.7
2024-09-21,Pasar Baleendah,0.0,25.1,31.5,17.9
2024-09-22,Pasar Baleendah,1.9,25.6,32.9,19.4
2024-09-23,Pasar Baleendah,2.7,25.1,29.5,21.7
2024-09-24,Pasar Baleendah,3.0,23.2,27.2,19.5
2024-09-25,Pasar Baleendah,1.5,24.0,31.5,19.0
2024-09-26,Pasar Baleendah,0.1,24.2,30.7,18.9
2024-09-27,Pasar Baleendah,0.5,24.9,31.5,19.2
2024-09-28,Pasar Baleendah,1.6,24.7,32.1,18.9
2024-09-29,Pasar Baleendah,1.7,24.1,31.5,18.2
2024-09-30,Pasar Baleendah,0.0,25.2,32.4,18.2
2024-10-01,Pasar Baleendah,1.9,24.8,32.2,18.8
2024-10-02,Pasar Baleendah,3.4,24.5,31.0,19.8
2024-10-03,Pasar Baleendah,4.3,24.1,31.1,18.8
2024-10-04,Pasar Baleendah,1.5,24.0,31.2,18.6
2024-10-05,Pasar Baleendah,1.7,23.6,31.2,17.0
2024-10-06,Pasar Baleendah,2.9,23.6,31.0,18.2
2024-10-07,Pasar Baleendah,0.0,25.1,32.8,18.4
2024-10-08,Pasar Baleendah,0.1,25.2,32.6,18.3
2024-10-09,Pasar Baleendah,0.9,25.6,32.6,18.7
2024-10-10,Pasar Baleendah,2.3,24.2,32.7,18.4
2024-10-11,Pasar Baleendah,0.4,25.9,32.5,19.1
2024-10-12,Pasar Baleendah,0.9,26.2,33.4,19.7
2024-10-13,Pasar Baleendah,0.0,26.3,33.9,19.7
2024-10-14,Pasar Baleendah,0.6,26.0,33.4,19.3
2024-10-15,Pasar Baleendah,0.0,25.9,33.6,19.2
2024-10-16,Pasar Baleendah,0.0,24.8,33.8,15.8
2024-10-17,Pasar Baleendah,0.0,24.2,32.5,15.4
2024-10-18,Pasar Baleendah,0.0,25.1,31.9,17.2
2024-10-19,Pasar Baleendah,0.0,25.4,31.9,17.6
2024-10-20,Pasar Baleendah,0.0,25.5,32.5,18.6
2024-10-21,Pasar Baleendah,0.0,25.6,32.0,19.9
2024-10-22,Pasar Baleendah,1.1,25.4,32.5,19.5
2024-10-23,Pasar Baleendah,0.1,26.0,32.8,20.3
2024-10-24,Pasar Baleendah,0.1,26.0,32.2,19.8
2024-10-25,Pasar Baleendah,0.0,26.4,33.2,19.3
2024-10-26,Pasar Baleendah,0.0,25.9,32.9,18.7
2024-10-27,Pasar Baleendah,12.9,24.3,32.3,19.9
2024-10-28,Pasar Baleendah,0.9,24.5,32.2,18.3
2024-10-29,Pasar Baleendah,0.0,25.3,33.6,18.2
2024-10-30,Pasar Baleendah,0.1,25.5,33.3,17.3
2024-10-31,Pasar Baleendah,1.3,24.9,32.4,18.6
2024-11-01,Pasar Baleendah,2.4,24.4,32.3,19.6
2024-11-02,Pasar Baleendah,7.7,24.5,31.1,21.5
2024-11-03,Pasar Baleendah,19.8,23.1,28.5,20.6
2024-11-04,Pasar Baleendah,19.1,23.4,27.8,20.9
2024-11-05,Pasar Baleendah,14.0,23.3,29.0,19.3
2024-11-06,Pasar Baleendah,15.9,23.1,28.7,19.8
2024-11-07,Pasar Baleendah,1.8,23.4,30.7,17.1
2024-11-08,Pasar Baleendah,0.6,24.8,30.1,19.6
2024-11-09,Pasar Baleendah,3.2,23.4,28.6,19.4
2024-11-10,Pasar Baleendah,1.3,23.6,29.0,20.1
2024-11-11,Pasar Baleendah,5.9,23.4,26.6,21.2
2024-11-12,Pasar Baleendah,2.7,23.7,29.4,20.2
2024-11-13,Pasar Baleendah,1.0,24.4,30.3,20.2
2024-11-14,Pasar Baleendah,3.0,24.3,30.5,19.3
2024-11-15,Pasar Baleendah,2.7,24.5,30.6,19.5
2024-11-16,Pasar Baleendah,3.2,24.3,28.5,20.5
2024-11-17,Pasar Baleendah,18.0,23.8,30.0,19.9
2024-11-18,Pasar Baleendah,32.5,24.1,29.2,21.5
2024-11-19,Pasar Baleendah,1.6,23.8,28.6,19.4
2024-11-20,Pasar Baleendah,6.8,23.9,29.7,19.8
2024-11-21,Pasar Baleendah,7.3,24.1,28.5,21.4
2024-11-22,Pasar Baleendah,6.3,24.0,28.4,20.8
2024-11-23,Pasar Baleendah,5.9,23.5,27.9,20.5
2024-11-24,Pasar Baleendah,3.1,23.8,28.5,21.5
2024-11-25,Pasar Baleendah,1.4,24.4,28.8,21.5
2024-11-26,Pasar Baleendah,3.3,24.2,28.8,20.5
2024-11-27,Pasar Baleendah,8.4,23.9,29.7,20.6
2024-11-28,Pasar Baleendah,2.4,24.4,29.1,21.9
2024-11-29,Pasar Baleendah,0.2,24.7,29.1,20.8
2024-11-30,Pasar Baleendah,0.3,24.5,29.1,20.4
2024-12-01,Pasar Baleendah,5.9,24.4,29.0,20.9
2024-12-02,Pasar Baleendah,20.6,23.4,28.4,20.2
2024-12-03,Pasar Baleendah,25.6,22.7,25.2,21.1
2024-12-04,Pasar Baleendah,8.2,22.9,26.0,20.9
2024-12-05,Pasar Baleendah,14.4,23.9,27.3,21.3
2024-12-06,Pasar Baleendah,8.7,24.0,27.3,22.3
2024-12-07,Pasar Baleendah,5.0,24.4,28.6,21.1
2024-12-08,Pasar Baleendah,5.8,24.4,27.7,21.0
2024-12-09,Pasar Baleendah,1.1,23.8,27.7,21.6
2024-12-10,Pasar Baleendah,3.3,24.2,29.0,20.9
2024-12-11,Pasar Baleendah,17.5,24.3,28.8,21.7
2024-12-12,Pasar Baleendah,0.5,25.5,30.0,21.6
2024-12-13,Pasar Baleendah,1.9,25.2,29.7,22.4
2024-12-14,Pasar Baleendah,7.5,24.2,27.6,22.1
2024-12-15,Pasar Baleendah,8.5,23.4,27.7,21.6
2024-12-16,Pasar Baleendah,4.9,23.7,29.2,21.3
2024-12-17,Pasar Baleendah,1.1,24.3,27.5,21.3
2024-12-18,Pasar Baleendah,20.9,23.6,28.1,20.3
2024-12-19,Pasar Baleendah,1.3,24.5,29.9,19.8
2024-12-20,Pasar Baleendah,6.5,24.2,29.1,21.3
2024-12-21,Pasar Baleendah,1.4,24.5,28.3,21.9
2024-12-22,Pasar Baleendah,4.9,23.8,27.6,21.3
2024-12-23,Pasar Baleendah,22.6,23.5,27.7,20.9
2024-12-24,Pasar Baleendah,9.9,23.1,26.0,21.4
2024-12-25,Pasar Baleendah,9.0,23.7,28.9,21.4
2024-12-26,Pasar Baleendah,0.1,24.3,28.5,20.7
2024-12-27,Pasar Baleendah,2.1,24.4,28.3,21.2
2024-12-28,Pasar Baleendah,0.4,24.7,29.0,21.1
2024-12-29,Pasar Baleendah,0.0,24.0,28.0,20.8
2024-12-30,Pasar Baleendah,1.1,23.6,28.5,21.1
2024-12-31,Pasar Baleendah,1.0,24.4,28.5,21.5
2025-01-01,Pasar Baleendah,3.9,23.5,29.5,20.8
2025-01-02,Pasar Baleendah,0.7,24.4,29.4,20.6
2025-01-03,Pasar Baleendah,1.7,24.5,30.2,19.0
2025-01-04,Pasar Baleendah,16.5,23.4,28.7,18.7
2025-01-05,Pasar Baleendah,14.6,23.6,27.7,20.5
2025-01-06,Pasar Baleendah,8.7,23.4,29.3,18.9
2025-01-07,Pasar Baleendah,19.2,23.4,28.0,20.0
2025-01-08,Pasar Baleendah,2.6,23.2,26.5,20.4
2025-01-09,Pasar Baleendah,8.1,22.5,25.0,20.1
2025-01-10,Pasar Baleendah,12.6,23.5,27.9,20.6
2025-01-11,Pasar Baleendah,19.1,23.6,28.4,20.4
2025-01-12,Pasar Baleendah,3.5,23.9,28.5,20.6
2025-01-13,Pasar Baleendah,3.2,23.6,28.0,20.5
2025-01-14,Pasar Baleendah,7.9,22.9,26.5,20.1
2025-01-15,Pasar Baleendah,8.8,23.9,28.0,20.9
2025-01-16,Pasar Baleendah,1.0,23.9,27.7,21.3
2025-01-17,Pasar Baleendah,12.0,23.4,27.4,21.0
2025-01-18,Pasar Baleendah,5.0,23.5,27.0,21.0
2025-01-19,Pasar Baleendah,1.5,23.7,28.0,20.9
2025-01-20,Pasar Baleendah,12.8,22.7,26.6,21.2
2025-01-21,Pasar Baleendah,9.2,23.3,27.6,21.2
2025-01-22,Pasar Baleendah,4.8,23.9,28.0,21.5
2025-01-23,Pasar Baleendah,3.5,24.1,28.5,21.5
2025-01-24,Pasar Baleendah,12.3,23.4,27.0,21.6
2025-01-25,Pasar Baleendah,0.2,23.6,27.7,20.0
2025-01-26,Pasar Baleendah,6.8,23.6,28.0,19.9
2025-01-27,Pasar Baleendah,0.5,23.9,28.2,20.4
2025-01-28,Pasar Baleendah,12.6,23.2,27.3,19.7
2025-01-29,Pasar Baleendah,5.7,22.8,24.8,21.6
2025-01-30,Pasar Baleendah,4.1,22.5,24.9,21.1
2025-01-31,Pasar Baleendah,1.7,23.7,26.8,21.9
2025-02-01,Pasar Baleendah,2.1,23.8,26.9,21.6
2025-02-02,Pasar Baleendah,1.8,24.2,28.1,22.0
2025-02-03,Pasar Baleendah,1.7,24.6,28.4,21.6
2025-02-04,Pasar Baleendah,0.5,24.6,29.0,20.9
2025-02-05,Pasar Baleendah,6.1,23.7,27.1,20.7
2025-02-06,Pasar Baleendah,5.1,23.0,26.1,21.0
2025-02-07,Pasar Baleendah,3.5,23.6,27.1,21.9
2025-02-08,Pasar Baleendah,5.2,23.0,27.4,19.3
2025-02-09,Pasar Baleendah,3.7,23.2,27.0,19.4
2025-02-10,Pasar Baleendah,1.4,23.1,26.6,20.2
2025-02-11,Pasar Baleendah,0.2,23.2,28.0,18.6
2025-02-12,Pasar Baleendah,0.4,24.5,31.1,18.4
2025-02-13,Pasar Baleendah,2.5,24.3,30.2,19.7
2025-02-14,Pasar Baleendah,6.6,23.8,29.9,19.6
2025-02-15,Pasar Baleendah,4.7,24.0,29.3,21.5
2025-02-16,Pasar Baleendah,6.1,23.6,28.6,19.3
2025-02-17,Pasar Baleendah,4.1,23.4,27.4,21.3
2025-02-18,Pasar Baleendah,15.2,23.3,29.2,20.9
2025-02-19,Pasar Baleendah,7.3,22.8,26.4,20.3
2025-02-20,Pasar Baleendah,1.5,23.9,29.0,19.3
2025-02-21,Pasar Baleendah,6.4,23.8,28.5,19.6
2025-02-22,Pasar Baleendah,2.4,24.2,27.8,21.6
2025-02-23,Pasar Baleendah,6.0,23.3,26.7,20.4
2025-02-24,Pasar Baleendah,19.1,23.5,28.9,21.4
2025-02-25,Pasar Baleendah,13.1,23.6,28.4,20.9
2025-02-26,Pasar Baleendah,12.9,23.2,28.4,21.4
2025-02-27,Pasar Baleendah,4.9,23.0,28.7,18.4
2025-02-28,Pasar Baleendah,1.5,23.7,27.1,20.0
2025-03-01,Pasar Baleendah,0.9,24.4,29.4,21.1
2025-03-02,Pasar Baleendah,1.9,23.8,29.2,19.1
2025-03-03,Pasar Baleendah,17.2,23.5,27.9,19.4
2025-03-04,Pasar Baleendah,8.9,23.8,29.4,20.6
2025-03-05,Pasar Baleendah,0.6,24.3,30.2,18.7
2025-03-06,Pasar Baleendah,6.1,23.2,29.3,18.5
2025-03-07,Pasar Baleendah,5.3,23.8,28.7,20.7
2025-03-08,Pasar Baleendah,9.5,23.7,28.9,20.1
2025-03-09,Pasar Baleendah,4.9,23.2,27.1,20.5
2025-03-10,Pasar Baleendah,20.4,23.4,28.6,19.3
2025-03-11,Pasar Baleendah,2.1,24.3,29.2,20.8
2025-03-12,Pasar Baleendah,1.5,23.9,27.4,19.6
2025-03-13,Pasar Baleendah,7.7,24.3,28.3,21.3
2025-03-14,Pasar Baleendah,10.4,24.0,29.2,21.5
2025-03-15,Pasar Baleendah,10.6,22.9,27.1,20.0
2025-03-16,Pasar Baleendah,1.5,23.2,27.8,19.7
2025-03-17,Pasar Baleendah,9.2,23.2,28.4,19.5
2025-03-18,Pasar Baleendah,7.8,23.4,25.7,21.5
2025-03-19,Pasar Baleendah,7.0,23.4,27.2,20.3
2025-03-20,Pasar Baleendah,0.0,24.5,30.5,20.6
2025-03-21,Pasar Baleendah,1.7,24.3,28.5,21.7
2025-03-22,Pasar Baleendah,1.2,24.0,28.8,19.7
2025-03-23,Pasar Baleendah,0.2,23.9,29.9,19.3
2025-03-24,Pasar Baleendah,0.4,24.0,29.0,19.6
2025-03-25,Pasar Baleendah,1.2,24.4,28.9,20.5
2025-03-26,Pasar Baleendah,7.5,23.8,28.7,19.4
2025-03-27,Pasar Baleendah,3.9,24.3,30.3,20.0
2025-03-28,Pasar Baleendah,14.8,23.5,28.5,20.9
2025-03-29,Pasar Baleendah,0.4,24.2,29.0,19.9
2025-03-30,Pasar Baleendah,0.0,23.8,29.4,17.9
2025-03-31,Pasar Baleendah,0.2,23.9,29.2,19.0
2025-04-01,Pasar Baleendah,7.0,22.3,27.2,17.7
2025-04-02,Pasar Baleendah,12.7,23.0,26.7,20.0
2025-04-03,Pasar Baleendah,9.6,23.6,26.8,21.2
2025-04-04,Pasar Baleendah,0.8,23.0,27.3,19.3
2025-04-05,Pasar Baleendah,9.5,23.5,28.1,20.3
2025-04-06,Pasar Baleendah,1.3,23.7,28.9,20.3
2025-04-07,Pasar Baleendah,1.4,24.6,29.8,20.3
2025-04-08,Pasar Baleendah,0.1,24.0,30.5,17.3
2025-04-09,Pasar Baleendah,2.0,24.2,30.2,19.6
2025-04-10,Pasar Baleendah,2.8,23.6,27.8,20.3
