tanggal,pasar,komoditas,harga,curah_hujan_mm,suhu_avg,suhu_max,suhu_min,kurs_usd_idr
2024-12-31,Pasar Sehat Soreang,SAYURAN KENTANG LOKAL,13000.0,0.6,23.6,27.9,20.6,16191.0
2024-12-31,Pasar Sehat Soreang,SAYURAN KOL/KUBIS,7000.0,0.6,23.6,27.9,20.6,16191.0
2024-12-31,Pasar Sehat Soreang,SAYURAN TOMAT,10000.0,0.6,23.6,27.9,20.6,16191.0
2024-12-31,Pasar Sehat Soreang,SAYURAN WORTEL,12000.0,0.6,23.6,27.9,20.6,16191.0
2024-12-31,Pasar Sehat Soreang,TOMAT HIJAU,7000.0,0.6,23.6,27.9,20.6,16191.0
2024-12-31,Pasar Sehat Soreang,UBI JALAR PUTIH,8000.0,0.6,23.6,27.9,20.6,16191.0
2024-12-31,Pasar Stasiun Majalaya,BAWANG BOMBAY,30000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,BAWANG DAUN,12000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,BAWANG MERAH,40000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,BAWANG MERAH BATU,32000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,BAWANG PUTIH BIASA,40000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,BAWANG SUMENEP,48000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,CABE HIJAU BIASA,28000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,CABE MERAH KERITING,60000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,CABE MERAH TANJUNG,60000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,CABE RAWIT HIJAU,55000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,CABE RAWIT MERAH,75000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,JAGUNG MANIS,10000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,JERUK,23000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,KACANG HIJAU,28000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,KACANG TANAH KUPAS,,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,KENTANG DIENG,17000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,KETELA POHON,6000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,PISANG,8000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,SAYURAN BUNCIS,12000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,SAYURAN KENTANG LOKAL,14000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,SAYURAN KOL/KUBIS,6000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,SAYURAN TOMAT,9000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,SAYURAN WORTEL,12000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,TOMAT HIJAU,7000.0,0.4,23.3,27.3,20.5,16191.0
2024-12-31,Pasar Stasiun Majalaya,UBI JALAR PUTIH,8000.0,0.4,23.3,27.3,20.5,16191.0
2025-01-01,Pasar Baleendah,BAWANG BOMBAY,32000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,BAWANG DAUN,12000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,BAWANG MERAH,36000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,BAWANG MERAH BATU,30000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,BAWANG PUTIH BIASA,40000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,BAWANG SUMENEP,48000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,CABE HIJAU BIASA,24000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,CABE MERAH KERITING,60000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,CABE MERAH TANJUNG,60000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,CABE RAWIT HIJAU,60000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,CABE RAWIT MERAH,80000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,JAGUNG MANIS,12000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,JERUK,20000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,KACANG HIJAU,28000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,KACANG TANAH KUPAS,38000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,KENTANG DIENG,16000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,KETELA POHON,5000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,PISANG,6500.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,SAYURAN BUNCIS,12000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,SAYURAN KENTANG LOKAL,13000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,SAYURAN KOL/KUBIS,6000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,SAYURAN TOMAT,10000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,SAYURAN WORTEL,12000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,TOMAT HIJAU,8000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Baleendah,UBI JALAR PUTIH,8000.0,3.9,23.5,29.5,20.8,16191.0
2025-01-01,Pasar Banjaran,BAWANG BOMBAY,30000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,BAWANG DAUN,12000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,BAWANG MERAH,42000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,BAWANG MERAH BATU,35000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,BAWANG PUTIH BIASA,40000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,BAWANG SUMENEP,48000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,CABE HIJAU BIASA,24000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,CABE MERAH KERITING,60000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,CABE MERAH TANJUNG,60000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,CABE RAWIT HIJAU,50000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,CABE RAWIT MERAH,75000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,JAGUNG MANIS,10000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,JERUK,20000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,KACANG HIJAU,26000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,KACANG TANAH KUPAS,38000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,KENTANG DIENG,17000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,KETELA POHON,6000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,PISANG,7000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,SAYURAN BUNCIS,16000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,SAYURAN KENTANG LOKAL,15000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,SAYURAN KOL/KUBIS,7000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,SAYURAN TOMAT,10000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,SAYURAN WORTEL,10000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,TOMAT HIJAU,7000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Banjaran,UBI JALAR PUTIH,8000.0,3.9,23.0,28.9,20.2,16191.0
2025-01-01,Pasar Baru Majalaya,BAWANG BOMBAY,35000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,BAWANG DAUN,10000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,BAWANG MERAH,44000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,BAWANG MERAH BATU,35000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,BAWANG PUTIH BIASA,40000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,BAWANG SUMENEP,48000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,CABE HIJAU BIASA,40000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,CABE MERAH KERITING,65000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,CABE MERAH TANJUNG,65000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,CABE RAWIT HIJAU,60000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,CABE RAWIT MERAH,80000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,JAGUNG MANIS,10000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,JERUK,25000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,KACANG HIJAU,30000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,KACANG TANAH KUPAS,38000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,KENTANG DIENG,17000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,KETELA POHON,6000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,PISANG,7000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,SAYURAN BUNCIS,16000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,SAYURAN KENTANG LOKAL,12000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,SAYURAN KOL/KUBIS,7000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,SAYURAN TOMAT,8000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,SAYURAN WORTEL,14000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,TOMAT HIJAU,6000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Baru Majalaya,UBI JALAR PUTIH,6000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Cileunyi,BAWANG BOMBAY,32000.0,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,BAWANG DAUN,16000.0,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,BAWANG MERAH,40000.0,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,BAWANG MERAH BATU,36000.0,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,BAWANG PUTIH BIASA,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,BAWANG SUMENEP,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,CABE HIJAU BIASA,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,CABE MERAH KERITING,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,CABE MERAH TANJUNG,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,CABE RAWIT HIJAU,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,CABE RAWIT MERAH,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,JAGUNG MANIS,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,JERUK,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,KACANG HIJAU,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,KACANG TANAH KUPAS,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,KENTANG DIENG,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,KETELA POHON,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,PISANG,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,SAYURAN BUNCIS,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,SAYURAN KENTANG LOKAL,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,SAYURAN KOL/KUBIS,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,SAYURAN TOMAT,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,SAYURAN WORTEL,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,TOMAT HIJAU,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Cileunyi,UBI JALAR PUTIH,,10.0,23.2,29.3,20.6,16191.0
2025-01-01,Pasar Ciwidey,BAWANG BOMBAY,32000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,BAWANG DAUN,10000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,BAWANG MERAH,38000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,BAWANG MERAH BATU,30000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,BAWANG PUTIH BIASA,38000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,BAWANG SUMENEP,42000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,CABE HIJAU BIASA,25000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,CABE MERAH KERITING,65000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,CABE MERAH TANJUNG,60000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,CABE RAWIT HIJAU,50000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,CABE RAWIT MERAH,80000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,JAGUNG MANIS,10000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,JERUK,25000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,KACANG HIJAU,28000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,KACANG TANAH KUPAS,38000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,KENTANG DIENG,18000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,KETELA POHON,5000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,PISANG,8000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,SAYURAN BUNCIS,15000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,SAYURAN KENTANG LOKAL,12000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,SAYURAN KOL/KUBIS,5000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,SAYURAN TOMAT,10000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,SAYURAN WORTEL,10000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,TOMAT HIJAU,7000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Ciwidey,UBI JALAR PUTIH,6000.0,18.4,20.3,25.4,17.4,16191.0
2025-01-01,Pasar Margahayu,BAWANG BOMBAY,32000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,BAWANG DAUN,12000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,BAWANG MERAH,45000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,BAWANG MERAH BATU,,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,BAWANG PUTIH BIASA,44000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,BAWANG SUMENEP,48000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,CABE HIJAU BIASA,36000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,CABE MERAH KERITING,80000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,CABE MERAH TANJUNG,60000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,CABE RAWIT HIJAU,60000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,CABE RAWIT MERAH,85000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,JAGUNG MANIS,12000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,JERUK,20000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,KACANG HIJAU,30000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,KACANG TANAH KUPAS,35000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,KENTANG DIENG,16000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,KETELA POHON,6000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,PISANG,8000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,SAYURAN BUNCIS,20000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,SAYURAN KENTANG LOKAL,,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,SAYURAN KOL/KUBIS,8000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,SAYURAN TOMAT,14000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,SAYURAN WORTEL,12000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,TOMAT HIJAU,10000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Margahayu,UBI JALAR PUTIH,8000.0,2.7,23.4,28.7,20.4,16191.0
2025-01-01,Pasar Sehat Cicalengka,BAWANG BOMBAY,35000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,BAWANG DAUN,14000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,BAWANG MERAH,40000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,BAWANG MERAH BATU,35000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,BAWANG PUTIH BIASA,40000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,BAWANG SUMENEP,55000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,CABE HIJAU BIASA,30000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,CABE MERAH KERITING,55000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,CABE MERAH TANJUNG,60000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,CABE RAWIT HIJAU,60000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,CABE RAWIT MERAH,80000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,JAGUNG MANIS,12000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,JERUK,18000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,KACANG HIJAU,26000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,KACANG TANAH KUPAS,40000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,KENTANG DIENG,18000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,KETELA POHON,6000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,PISANG,8000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,SAYURAN BUNCIS,12000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,SAYURAN KENTANG LOKAL,13000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,SAYURAN KOL/KUBIS,6000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,SAYURAN TOMAT,10000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,SAYURAN WORTEL,12000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,TOMAT HIJAU,8000.0,,,,,16191.0
2025-01-01,Pasar Sehat Cicalengka,UBI JALAR PUTIH,8000.0,,,,,16191.0
2025-01-01,Pasar Sehat Soreang,BAWANG BOMBAY,35000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,BAWANG DAUN,10000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,BAWANG MERAH,40000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,BAWANG MERAH BATU,30000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,BAWANG PUTIH BIASA,40000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,BAWANG SUMENEP,48000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,CABE HIJAU BIASA,25000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,CABE MERAH KERITING,60000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,CABE MERAH TANJUNG,60000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,CABE RAWIT HIJAU,60000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,CABE RAWIT MERAH,75000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,JAGUNG MANIS,10000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,JERUK,20000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,KACANG HIJAU,28000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,KACANG TANAH KUPAS,40000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,KENTANG DIENG,16000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,KETELA POHON,6000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,PISANG,8000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,SAYURAN BUNCIS,14000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,SAYURAN KENTANG LOKAL,13000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,SAYURAN KOL/KUBIS,7000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,SAYURAN TOMAT,10000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,SAYURAN WORTEL,12000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,TOMAT HIJAU,7000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Sehat Soreang,UBI JALAR PUTIH,8000.0,2.7,22.5,27.8,19.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,BAWANG BOMBAY,30000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,BAWANG DAUN,12000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,BAWANG MERAH,40000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,BAWANG MERAH BATU,32000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,BAWANG PUTIH BIASA,40000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,BAWANG SUMENEP,48000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,CABE HIJAU BIASA,28000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,CABE MERAH KERITING,65000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,CABE MERAH TANJUNG,60000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,CABE RAWIT HIJAU,55000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,CABE RAWIT MERAH,75000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,JAGUNG MANIS,10000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,JERUK,23000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,KACANG HIJAU,28000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,KACANG TANAH KUPAS,,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,KENTANG DIENG,17000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,KETELA POHON,6000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,PISANG,8000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,SAYURAN BUNCIS,12000.0,8.5,23.1,29.5,20.5,16191.0
2025-01-01,Pasar Stasiun Majalaya,SAYURAN KENTANG LOKAL,14000.0,8.5,23.1,29.5,20.5,16191.0
